NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	-0.22387795	-1.09168	0.06451613	0.06451613	0.008	1723	tags=20%, list=18%, signal=21%	
