id	genes
Eze_CortexCluster47_1	ENSG00000197747, ENSG00000105971, ENSG00000167601, ENSG00000167641, ENSG00000135480, ENSG00000137076, ENSG00000124942, ENSG00000159176, ENSG00000065534, ENSG00000085063, ENSG00000163017, ENSG00000130176, ENSG00000189171, ENSG00000122641, ENSG00000126005, ENSG00000150938, ENSG00000100300, ENSG00000175602, ENSG00000143774, ENSG00000096696, ENSG00000205542, ENSG00000198727, ENSG00000166923, ENSG00000136153, ENSG00000078269, ENSG00000156804, ENSG00000126777, ENSG00000181019, ENSG00000157045, ENSG00000110092, ENSG00000128283, ENSG00000149925, ENSG00000169715, ENSG00000125534, ENSG00000156113, ENSG00000074416, ENSG00000187608, ENSG00000119185, ENSG00000067057, ENSG00000136810, ENSG00000182196, ENSG00000112419, ENSG00000010278, ENSG00000161281, ENSG00000164924, ENSG00000197982, ENSG00000005884, ENSG00000174917, ENSG00000123240, ENSG00000047849, ENSG00000158195, ENSG00000167797, ENSG00000175550, ENSG00000103266, ENSG00000198763, ENSG00000182154, ENSG00000152082, ENSG00000100243, ENSG00000065054, ENSG00000198899, ENSG00000115310, ENSG00000111640, ENSG00000167468, ENSG00000166173, ENSG00000114353, ENSG00000151914, ENSG00000173812, ENSG00000100234, ENSG00000177425, ENSG00000120675, ENSG00000142089, ENSG00000205352, ENSG00000171314, ENSG00000152601, ENSG00000174099, ENSG00000104067, ENSG00000153071, ENSG00000120896, ENSG00000130748, ENSG00000176171, ENSG00000175416, ENSG00000176340, ENSG00000160446, ENSG00000110841, ENSG00000140995, ENSG00000173436, ENSG00000178209, ENSG00000198695, ENSG00000213977, ENSG00000164405, ENSG00000115415, ENSG00000154518, ENSG00000161677, ENSG00000151327, ENSG00000007520, ENSG00000186575, ENSG00000115306, ENSG00000173486, ENSG00000166228, ENSG00000134851, ENSG00000103145, ENSG00000171055, ENSG00000165996, ENSG00000170275, ENSG00000178057, ENSG00000120742, ENSG00000164096, ENSG00000188690, ENSG00000077549, ENSG00000050165, ENSG00000110717, ENSG00000148120, ENSG00000170043, ENSG00000131446, ENSG00000173915, ENSG00000115350, ENSG00000075711, ENSG00000131435, ENSG00000134809, ENSG00000058668, ENSG00000237765, ENSG00000135617, ENSG00000184207, ENSG00000159346, ENSG00000165410, ENSG00000093167, ENSG00000099817, ENSG00000170759, ENSG00000093010, ENSG00000126524, ENSG00000161981, ENSG00000140836, ENSG00000022267, ENSG00000167996, ENSG00000197043, ENSG00000088986, ENSG00000148834, ENSG00000168785, ENSG00000152767, ENSG00000160932, ENSG00000183617, ENSG00000100413, ENSG00000114861, ENSG00000092820, ENSG00000145632, ENSG00000163683
Eze_CortexCluster47_2	ENSG00000149591, ENSG00000105974, ENSG00000172965, ENSG00000163453, ENSG00000163191, ENSG00000181649, ENSG00000101335, ENSG00000108821, ENSG00000100097, ENSG00000150687, ENSG00000006327, ENSG00000187498, ENSG00000131016, ENSG00000182718, ENSG00000197956, ENSG00000100345, ENSG00000198467, ENSG00000142227, ENSG00000139278, ENSG00000122786, ENSG00000158710, ENSG00000115414, ENSG00000155366, ENSG00000167460, ENSG00000235162, ENSG00000107796, ENSG00000102007, ENSG00000035403, ENSG00000142669, ENSG00000150093, ENSG00000134871, ENSG00000137962, ENSG00000050405, ENSG00000164692, ENSG00000127920, ENSG00000188643, ENSG00000140416, ENSG00000137331, ENSG00000132507, ENSG00000173457, ENSG00000137801, ENSG00000135046, ENSG00000071127, ENSG00000150347, ENSG00000163466, ENSG00000120913, ENSG00000196924, ENSG00000106366, ENSG00000125844, ENSG00000162614, ENSG00000168899, ENSG00000101608, ENSG00000156265, ENSG00000108518, ENSG00000168461, ENSG00000160789, ENSG00000072110, ENSG00000145012, ENSG00000153113, ENSG00000182492, ENSG00000204262, ENSG00000168542, ENSG00000137831, ENSG00000159840, ENSG00000102265, ENSG00000092841, ENSG00000138119, ENSG00000185633, ENSG00000126458, ENSG00000026025, ENSG00000125148, ENSG00000064666, ENSG00000115641, ENSG00000130402, ENSG00000026508, ENSG00000213949, ENSG00000002586, ENSG00000163430, ENSG00000129038, ENSG00000120708, ENSG00000034510, ENSG00000126247, ENSG00000166147, ENSG00000118508, ENSG00000169756, ENSG00000169439, ENSG00000151491, ENSG00000129116, ENSG00000164111, ENSG00000168386, ENSG00000073712, ENSG00000115363, ENSG00000101384, ENSG00000176014, ENSG00000135862, ENSG00000103187, ENSG00000147065, ENSG00000134668, ENSG00000108106, ENSG00000116132, ENSG00000141753, ENSG00000172638, ENSG00000196141, ENSG00000099385, ENSG00000142173, ENSG00000074842, ENSG00000159335, ENSG00000062716, ENSG00000177700, ENSG00000142694, ENSG00000138448, ENSG00000106211, ENSG00000141522, ENSG00000130635, ENSG00000135404, ENSG00000162434, ENSG00000143549, ENSG00000143545, ENSG00000197712, ENSG00000131981, ENSG00000138071, ENSG00000114850, ENSG00000177697, ENSG00000128641, ENSG00000179218, ENSG00000196923, ENSG00000134531, ENSG00000135269, ENSG00000162704, ENSG00000168615, ENSG00000171604, ENSG00000277972, ENSG00000151835, ENSG00000147649, ENSG00000122694, ENSG00000128829, ENSG00000142156, ENSG00000160691, ENSG00000051620, ENSG00000250479, ENSG00000172757, ENSG00000140575, ENSG00000113732, ENSG00000128595, ENSG00000131236, ENSG00000107438, ENSG00000228474, ENSG00000149257, ENSG00000067560, ENSG00000136240, ENSG00000146112, ENSG00000106803, ENSG00000117318, ENSG00000049540, ENSG00000163171, ENSG00000076043, ENSG00000166794, ENSG00000148484, ENSG00000099624, ENSG00000113739, ENSG00000182809, ENSG00000083444, ENSG00000198804, ENSG00000124831, ENSG00000112335, ENSG00000051523, ENSG00000167397, ENSG00000132688, ENSG00000164741, ENSG00000169230, ENSG00000146376, ENSG00000018408, ENSG00000162909, ENSG00000162585, ENSG00000163110, ENSG00000174775, ENSG00000165476, ENSG00000179271, ENSG00000136026, ENSG00000166337, ENSG00000174021, ENSG00000196154, ENSG00000103202, ENSG00000160075, ENSG00000129235, ENSG00000213719, ENSG00000157916, ENSG00000136238, ENSG00000185624, ENSG00000136280, ENSG00000211455, ENSG00000124225, ENSG00000050820, ENSG00000091039, ENSG00000164713, ENSG00000108691, ENSG00000172380, ENSG00000067082, ENSG00000157110, ENSG00000002834, ENSG00000203706, ENSG00000187840, ENSG00000101182, ENSG00000119326, ENSG00000102317, ENSG00000122034, ENSG00000104979, ENSG00000085733, ENSG00000153250, ENSG00000163584, ENSG00000197256, ENSG00000167522, ENSG00000175826, ENSG00000017797, ENSG00000197321, ENSG00000057019, ENSG00000125753, ENSG00000162458, ENSG00000118257, ENSG00000060138, ENSG00000129824, ENSG00000163170, ENSG00000091986, ENSG00000254999, ENSG00000152492, ENSG00000167978, ENSG00000110880, ENSG00000169504, ENSG00000197111, ENSG00000130508, ENSG00000181904, ENSG00000175701, ENSG00000154096, ENSG00000154380, ENSG00000167900, ENSG00000183255, ENSG00000109113, ENSG00000140264, ENSG00000114125, ENSG00000166130, ENSG00000175756, ENSG00000172354, ENSG00000116649, ENSG00000110321, ENSG00000165169, ENSG00000242485, ENSG00000102172, ENSG00000118680, ENSG00000119403, ENSG00000119335, ENSG00000137309, ENSG00000183696, ENSG00000182117, ENSG00000097033, ENSG00000141759, ENSG00000253729, ENSG00000140937, ENSG00000145247, ENSG00000138594, ENSG00000108424, ENSG00000129128, ENSG00000164543, ENSG00000217555, ENSG00000105810, ENSG00000213015, ENSG00000180398, ENSG00000134333, ENSG00000111669, ENSG00000103152, ENSG00000169641, ENSG00000102024, ENSG00000196526, ENSG00000089693, ENSG00000169100, ENSG00000111450, ENSG00000164054, ENSG00000143924, ENSG00000197061, ENSG00000143761, ENSG00000173272, ENSG00000166598, ENSG00000172590, ENSG00000184164, ENSG00000161203, ENSG00000112078, ENSG00000145050, ENSG00000137818, ENSG00000100911, ENSG00000213523, ENSG00000040275, ENSG00000111057, ENSG00000138668, ENSG00000214063, ENSG00000166333, ENSG00000141429, ENSG00000108829, ENSG00000243317, ENSG00000106153, ENSG00000112977, ENSG00000105700, ENSG00000067167, ENSG00000138758, ENSG00000074695, ENSG00000197958, ENSG00000103342, ENSG00000150787, ENSG00000115091, ENSG00000148248, ENSG00000130311, ENSG00000197451, ENSG00000185551, ENSG00000120686, ENSG00000171421, ENSG00000146540, ENSG00000121644, ENSG00000138180, ENSG00000213585, ENSG00000103121, ENSG00000148773, ENSG00000198901, ENSG00000102119, ENSG00000102030, ENSG00000065911, ENSG00000122884, ENSG00000164151, ENSG00000115461, ENSG00000118523, ENSG00000063241, ENSG00000074181, ENSG00000168393, ENSG00000139734, ENSG00000138674, ENSG00000213626, ENSG00000075218, ENSG00000214517, ENSG00000156802, ENSG00000100526, ENSG00000077232, ENSG00000092853, ENSG00000087586
Eze_CortexCluster48	ENSG00000110492, ENSG00000105372, ENSG00000132475, ENSG00000147604, ENSG00000122026, ENSG00000100316, ENSG00000111716, ENSG00000181163, ENSG00000185787, ENSG00000167815, ENSG00000198918, ENSG00000104408, ENSG00000100632, ENSG00000140319, ENSG00000089009, ENSG00000185559, ENSG00000240972, ENSG00000132341, ENSG00000127922, ENSG00000167088, ENSG00000041357, ENSG00000149273, ENSG00000139343, ENSG00000130656, ENSG00000115541, ENSG00000111669, ENSG00000143742, ENSG00000189403, ENSG00000135486, ENSG00000205581, ENSG00000140264, ENSG00000213931, ENSG00000132963, ENSG00000119705, ENSG00000108518, ENSG00000230989, ENSG00000084207, ENSG00000134333, ENSG00000130332, ENSG00000086061, ENSG00000198015, ENSG00000117906, ENSG00000104529, ENSG00000184076, ENSG00000118363, ENSG00000116030, ENSG00000135387, ENSG00000196531, ENSG00000188612, ENSG00000134825, ENSG00000182481, ENSG00000023734, ENSG00000130520, ENSG00000144381, ENSG00000111786, ENSG00000182117, ENSG00000241468, ENSG00000137876, ENSG00000167004, ENSG00000158164, ENSG00000044574, ENSG00000189043, ENSG00000182004, ENSG00000120992, ENSG00000102172, ENSG00000088986, ENSG00000108826, ENSG00000135390, ENSG00000029993, ENSG00000089220, ENSG00000106355, ENSG00000277791, ENSG00000149948, ENSG00000110696, ENSG00000173915, ENSG00000257103, ENSG00000171314, ENSG00000101132, ENSG00000109084, ENSG00000079616, ENSG00000108561, ENSG00000100804, ENSG00000171490, ENSG00000110958, ENSG00000028839, ENSG00000168209, ENSG00000079332, ENSG00000139146, ENSG00000066044, ENSG00000198856, ENSG00000184983, ENSG00000153774, ENSG00000188243, ENSG00000131966, ENSG00000110200, ENSG00000123975, ENSG00000178127, ENSG00000074071, ENSG00000212907, ENSG00000184900, ENSG00000165264, ENSG00000136003, ENSG00000112081, ENSG00000088832
Eze_CortexCluster48_1	ENSG00000122026, ENSG00000100316, ENSG00000111716, ENSG00000185787, ENSG00000167815, ENSG00000140319, ENSG00000185559, ENSG00000143742, ENSG00000213931, ENSG00000119705, ENSG00000084207, ENSG00000184076, ENSG00000118363, ENSG00000189043, ENSG00000088986, ENSG00000108826, ENSG00000135390, ENSG00000089220, ENSG00000173915, ENSG00000171314, ENSG00000100804, ENSG00000079332, ENSG00000131966, ENSG00000110200, ENSG00000165264, ENSG00000136003
Eze_CortexCluster48_2	ENSG00000110492, ENSG00000105372, ENSG00000132475, ENSG00000147604, ENSG00000181163, ENSG00000198918, ENSG00000104408, ENSG00000100632, ENSG00000089009, ENSG00000240972, ENSG00000132341, ENSG00000127922, ENSG00000167088, ENSG00000041357, ENSG00000149273, ENSG00000139343, ENSG00000130656, ENSG00000115541, ENSG00000111669, ENSG00000189403, ENSG00000135486, ENSG00000205581, ENSG00000140264, ENSG00000132963, ENSG00000108518, ENSG00000230989, ENSG00000134333, ENSG00000130332, ENSG00000086061, ENSG00000198015, ENSG00000117906, ENSG00000104529, ENSG00000116030, ENSG00000135387, ENSG00000196531, ENSG00000188612, ENSG00000134825, ENSG00000182481, ENSG00000023734, ENSG00000130520, ENSG00000144381, ENSG00000111786, ENSG00000182117, ENSG00000241468, ENSG00000137876, ENSG00000167004, ENSG00000158164, ENSG00000044574, ENSG00000182004, ENSG00000120992, ENSG00000102172, ENSG00000029993, ENSG00000106355, ENSG00000277791, ENSG00000149948, ENSG00000110696, ENSG00000257103, ENSG00000101132, ENSG00000109084, ENSG00000079616, ENSG00000108561, ENSG00000171490, ENSG00000110958, ENSG00000028839, ENSG00000168209, ENSG00000139146, ENSG00000066044, ENSG00000198856, ENSG00000184983, ENSG00000153774, ENSG00000188243, ENSG00000123975, ENSG00000178127, ENSG00000074071, ENSG00000212907, ENSG00000184900, ENSG00000112081, ENSG00000088832
Eze_CortexCluster49	ENSG00000132475, ENSG00000110492, ENSG00000105372, ENSG00000167815, ENSG00000100316, ENSG00000140319, ENSG00000185559, ENSG00000185787, ENSG00000122026, ENSG00000044574, ENSG00000111716, ENSG00000257935, ENSG00000117906, ENSG00000161970, ENSG00000105640, ENSG00000240972, ENSG00000104408, ENSG00000181163, ENSG00000100632, ENSG00000167088, ENSG00000135486, ENSG00000230989, ENSG00000041357, ENSG00000132341, ENSG00000188612, ENSG00000115268, ENSG00000089009, ENSG00000196531, ENSG00000168209, ENSG00000086061, ENSG00000111669, ENSG00000111786, ENSG00000108654, ENSG00000205581, ENSG00000119705, ENSG00000139343, ENSG00000130332, ENSG00000118363, ENSG00000108518, ENSG00000198015, ENSG00000066044, ENSG00000053438, ENSG00000198258, ENSG00000108953, ENSG00000161960, ENSG00000088986, ENSG00000023734, ENSG00000115457, ENSG00000132963, ENSG00000139146, ENSG00000137876, ENSG00000166165, ENSG00000146242, ENSG00000126457, ENSG00000171490, ENSG00000184983, ENSG00000277791, ENSG00000184076, ENSG00000196419, ENSG00000108561, ENSG00000142507, ENSG00000099284, ENSG00000170370, ENSG00000110696, ENSG00000110958, ENSG00000188243, ENSG00000008394, ENSG00000084207, ENSG00000115541, ENSG00000100380, ENSG00000125743, ENSG00000186010, ENSG00000120727, ENSG00000182117, ENSG00000145423, ENSG00000167004, ENSG00000102804, ENSG00000156261, ENSG00000100804, ENSG00000100387, ENSG00000159593, ENSG00000118523, ENSG00000100567, ENSG00000113328, ENSG00000057608, ENSG00000102172, ENSG00000165672, ENSG00000000003, ENSG00000239672, ENSG00000158164, ENSG00000196591, ENSG00000169139, ENSG00000129235, ENSG00000120699, ENSG00000101132, ENSG00000125995, ENSG00000182481, ENSG00000130520, ENSG00000103275, ENSG00000099956, ENSG00000136450, ENSG00000139675, ENSG00000124193, ENSG00000183978, ENSG00000151500, ENSG00000164934, ENSG00000105993, ENSG00000154639, ENSG00000106829, ENSG00000088832, ENSG00000125870, ENSG00000103769, ENSG00000229833, ENSG00000142230, ENSG00000178741, ENSG00000125835, ENSG00000109971, ENSG00000141543, ENSG00000087302, ENSG00000004779, ENSG00000166136, ENSG00000104823, ENSG00000172172, ENSG00000122958, ENSG00000132646, ENSG00000198840, ENSG00000100028, ENSG00000131876, ENSG00000182944, ENSG00000148950, ENSG00000089063, ENSG00000103018, ENSG00000103550, ENSG00000049449, ENSG00000150459, ENSG00000175183, ENSG00000169738, ENSG00000136146, ENSG00000151247, ENSG00000105568, ENSG00000099800, ENSG00000139684
Eze_CortexCluster49_1	ENSG00000167815, ENSG00000100316, ENSG00000140319, ENSG00000185559, ENSG00000185787, ENSG00000122026, ENSG00000111716, ENSG00000257935, ENSG00000119705, ENSG00000118363, ENSG00000053438, ENSG00000198258, ENSG00000088986, ENSG00000166165, ENSG00000184076, ENSG00000142507, ENSG00000099284, ENSG00000170370, ENSG00000008394, ENSG00000084207, ENSG00000100380, ENSG00000186010, ENSG00000120727, ENSG00000145423, ENSG00000102804, ENSG00000100804, ENSG00000100387, ENSG00000057608, ENSG00000165672, ENSG00000125995, ENSG00000183978, ENSG00000151500, ENSG00000154639, ENSG00000106829, ENSG00000103769, ENSG00000178741, ENSG00000004779, ENSG00000166136, ENSG00000122958, ENSG00000198840, ENSG00000089063, ENSG00000103018, ENSG00000150459, ENSG00000169738, ENSG00000151247, ENSG00000105568, ENSG00000139684
Eze_CortexCluster49_2	ENSG00000132475, ENSG00000110492, ENSG00000105372, ENSG00000044574, ENSG00000117906, ENSG00000161970, ENSG00000105640, ENSG00000240972, ENSG00000104408, ENSG00000181163, ENSG00000100632, ENSG00000167088, ENSG00000135486, ENSG00000230989, ENSG00000041357, ENSG00000132341, ENSG00000188612, ENSG00000115268, ENSG00000089009, ENSG00000196531, ENSG00000168209, ENSG00000086061, ENSG00000111669, ENSG00000111786, ENSG00000108654, ENSG00000205581, ENSG00000139343, ENSG00000130332, ENSG00000108518, ENSG00000198015, ENSG00000066044, ENSG00000108953, ENSG00000161960, ENSG00000023734, ENSG00000115457, ENSG00000132963, ENSG00000139146, ENSG00000137876, ENSG00000146242, ENSG00000126457, ENSG00000171490, ENSG00000184983, ENSG00000277791, ENSG00000196419, ENSG00000108561, ENSG00000110696, ENSG00000110958, ENSG00000188243, ENSG00000115541, ENSG00000125743, ENSG00000182117, ENSG00000167004, ENSG00000156261, ENSG00000159593, ENSG00000118523, ENSG00000100567, ENSG00000113328, ENSG00000102172, ENSG00000000003, ENSG00000239672, ENSG00000158164, ENSG00000196591, ENSG00000169139, ENSG00000129235, ENSG00000120699, ENSG00000101132, ENSG00000182481, ENSG00000130520, ENSG00000103275, ENSG00000099956, ENSG00000136450, ENSG00000139675, ENSG00000124193, ENSG00000164934, ENSG00000105993, ENSG00000088832, ENSG00000125870, ENSG00000229833, ENSG00000142230, ENSG00000125835, ENSG00000109971, ENSG00000141543, ENSG00000087302, ENSG00000104823, ENSG00000172172, ENSG00000132646, ENSG00000100028, ENSG00000131876, ENSG00000182944, ENSG00000148950, ENSG00000103550, ENSG00000049449, ENSG00000175183, ENSG00000136146, ENSG00000099800
Eze_CortexCluster50	ENSG00000240972, ENSG00000117318, ENSG00000090266, ENSG00000165502, ENSG00000161203, ENSG00000117450, ENSG00000229833, ENSG00000079785, ENSG00000125977, ENSG00000077549, ENSG00000070831, ENSG00000135404, ENSG00000135441, ENSG00000279483, ENSG00000122545, ENSG00000162910, ENSG00000242485, ENSG00000139644, ENSG00000251562, ENSG00000138495, ENSG00000069275, ENSG00000105894, ENSG00000120333, ENSG00000070761, ENSG00000099977, ENSG00000065548, ENSG00000115310, ENSG00000155368, ENSG00000143252, ENSG00000243449, ENSG00000225921, ENSG00000073803, ENSG00000131236, ENSG00000133872, ENSG00000111832, ENSG00000133318, ENSG00000008952, ENSG00000164022, ENSG00000178057, ENSG00000109180, ENSG00000150991, ENSG00000143612, ENSG00000163584, ENSG00000105404, ENSG00000123560, ENSG00000084234, ENSG00000101654, ENSG00000087086, ENSG00000084733, ENSG00000127022, ENSG00000170348, ENSG00000166848, ENSG00000142192, ENSG00000113013, ENSG00000168036, ENSG00000126777, ENSG00000144746, ENSG00000167996, ENSG00000106829, ENSG00000198786, ENSG00000108848, ENSG00000143158, ENSG00000151725, ENSG00000113732, ENSG00000177606, ENSG00000164346, ENSG00000104765, ENSG00000179218, ENSG00000100201, ENSG00000263001, ENSG00000183255, ENSG00000100354, ENSG00000137776, ENSG00000089737, ENSG00000022277, ENSG00000237765, ENSG00000092010, ENSG00000116747, ENSG00000140391, ENSG00000101439, ENSG00000214253, ENSG00000130522, ENSG00000197746, ENSG00000115816, ENSG00000117523, ENSG00000120129, ENSG00000128272, ENSG00000141504, ENSG00000244754, ENSG00000114416, ENSG00000078674, ENSG00000135821, ENSG00000153006, ENSG00000092964, ENSG00000060339, ENSG00000143384, ENSG00000176171, ENSG00000137710, ENSG00000174953, ENSG00000134186, ENSG00000149557, ENSG00000144426, ENSG00000204387, ENSG00000198888, ENSG00000166710, ENSG00000125148, ENSG00000198938, ENSG00000120885, ENSG00000162734, ENSG00000125462, ENSG00000170345, ENSG00000167614
Eze_CortexCluster50_1	ENSG00000165502, ENSG00000117450, ENSG00000077549, ENSG00000135441, ENSG00000122545, ENSG00000138495, ENSG00000069275, ENSG00000120333, ENSG00000115310, ENSG00000143252, ENSG00000243449, ENSG00000133872, ENSG00000111832, ENSG00000133318, ENSG00000008952, ENSG00000178057, ENSG00000109180, ENSG00000150991, ENSG00000143612, ENSG00000105404, ENSG00000123560, ENSG00000087086, ENSG00000166848, ENSG00000142192, ENSG00000126777, ENSG00000144746, ENSG00000167996, ENSG00000106829, ENSG00000198786, ENSG00000143158, ENSG00000104765, ENSG00000100354, ENSG00000022277, ENSG00000237765, ENSG00000092010, ENSG00000140391, ENSG00000101439, ENSG00000214253, ENSG00000197746, ENSG00000078674, ENSG00000135821, ENSG00000153006, ENSG00000092964, ENSG00000176171, ENSG00000149557, ENSG00000198888, ENSG00000198938, ENSG00000120885, ENSG00000162734, ENSG00000167614
Eze_CortexCluster50_2	ENSG00000240972, ENSG00000117318, ENSG00000090266, ENSG00000161203, ENSG00000229833, ENSG00000079785, ENSG00000125977, ENSG00000070831, ENSG00000135404, ENSG00000279483, ENSG00000162910, ENSG00000242485, ENSG00000139644, ENSG00000251562, ENSG00000105894, ENSG00000070761, ENSG00000099977, ENSG00000065548, ENSG00000155368, ENSG00000225921, ENSG00000073803, ENSG00000131236, ENSG00000164022, ENSG00000163584, ENSG00000084234, ENSG00000101654, ENSG00000084733, ENSG00000127022, ENSG00000170348, ENSG00000113013, ENSG00000168036, ENSG00000108848, ENSG00000151725, ENSG00000113732, ENSG00000177606, ENSG00000164346, ENSG00000179218, ENSG00000100201, ENSG00000263001, ENSG00000183255, ENSG00000137776, ENSG00000089737, ENSG00000116747, ENSG00000130522, ENSG00000115816, ENSG00000117523, ENSG00000120129, ENSG00000128272, ENSG00000141504, ENSG00000244754, ENSG00000114416, ENSG00000060339, ENSG00000143384, ENSG00000137710, ENSG00000174953, ENSG00000134186, ENSG00000144426, ENSG00000204387, ENSG00000166710, ENSG00000125148, ENSG00000125462, ENSG00000170345
Eze_CortexCluster51	ENSG00000149806, ENSG00000173812, ENSG00000196683, ENSG00000118785, ENSG00000127540, ENSG00000167468, ENSG00000128245, ENSG00000149925, ENSG00000070831, ENSG00000172809, ENSG00000185088, ENSG00000156467, ENSG00000139644, ENSG00000198786, ENSG00000136156, ENSG00000166794, ENSG00000135404, ENSG00000171159, ENSG00000277632, ENSG00000241343, ENSG00000116209, ENSG00000137575, ENSG00000117410, ENSG00000133639, ENSG00000177600, ENSG00000133872, ENSG00000147649, ENSG00000103187, ENSG00000265681, ENSG00000063046, ENSG00000275302, ENSG00000145833, ENSG00000168036, ENSG00000167996, ENSG00000150093, ENSG00000117523, ENSG00000198888, ENSG00000069849, ENSG00000133112, ENSG00000131171, ENSG00000136003, ENSG00000002586, ENSG00000116489, ENSG00000130208, ENSG00000067082, ENSG00000113732, ENSG00000251562, ENSG00000048740, ENSG00000101439, ENSG00000092010, ENSG00000143384, ENSG00000135821, ENSG00000204387, ENSG00000144426, ENSG00000229117, ENSG00000198938, ENSG00000120129, ENSG00000197746, ENSG00000170345, ENSG00000233276, ENSG00000125148, ENSG00000279483, ENSG00000198804, ENSG00000087086, ENSG00000166710, ENSG00000205542, ENSG00000130066
Eze_CortexCluster51_1	ENSG00000149806, ENSG00000173812, ENSG00000196683, ENSG00000118785, ENSG00000127540, ENSG00000167468, ENSG00000128245, ENSG00000149925, ENSG00000156467, ENSG00000198786, ENSG00000136156, ENSG00000171159, ENSG00000116209, ENSG00000117410, ENSG00000133872, ENSG00000063046, ENSG00000167996, ENSG00000198888, ENSG00000131171, ENSG00000136003, ENSG00000130208, ENSG00000048740, ENSG00000101439, ENSG00000092010, ENSG00000135821, ENSG00000198938, ENSG00000197746, ENSG00000233276, ENSG00000087086, ENSG00000205542
Eze_CortexCluster51_2	ENSG00000070831, ENSG00000172809, ENSG00000185088, ENSG00000139644, ENSG00000166794, ENSG00000135404, ENSG00000277632, ENSG00000241343, ENSG00000137575, ENSG00000133639, ENSG00000177600, ENSG00000147649, ENSG00000103187, ENSG00000265681, ENSG00000275302, ENSG00000145833, ENSG00000168036, ENSG00000150093, ENSG00000117523, ENSG00000069849, ENSG00000133112, ENSG00000002586, ENSG00000116489, ENSG00000067082, ENSG00000113732, ENSG00000251562, ENSG00000143384, ENSG00000204387, ENSG00000144426, ENSG00000229117, ENSG00000120129, ENSG00000170345, ENSG00000125148, ENSG00000279483, ENSG00000198804, ENSG00000166710, ENSG00000130066
