id	genes	up_values	down_values	length	proportion_different
HALLMARK_TNFA_SIGNALING_VIA_NFKB	JUNB, CXCL2, ATF3, NFKBIA, TNFAIP3, PTGS2, CXCL1, IER3, CD83, CCL20, CXCL3, MAFF, NFKB2, TNFAIP2, HBEGF, KLF6, BIRC3, PLAUR, ZFP36, ICAM1, JUN, EGR3, IL1B, BCL2A1, PPP1R15A, ZC3H12A, SOD2, NR4A2, IL1A, RELB, TRAF1, BTG2, DUSP1, MAP3K8, ETS2, F3, SDC4, EGR1, IL6, TNF, KDM6B, NFKB1, LIF, PTX3, FOSL1, NR4A1, JAG1, CCL4, GCH1, CCL2, RCAN1, DUSP2, EHD1, IER2, REL, CFLAR, RIPK2, NFKBIE, NR4A3, PHLDA1, IER5, TNFSF9, GEM, GADD45A, CXCL10, PLK2, BHLHE40, EGR2, SOCS3, SLC2A6, PTGER4, DUSP5, SERPINB2, NFIL3, SERPINE1, TRIB1, TIPARP, RELA, BIRC2, CXCL6, LITAF, TNFAIP6, CD44, INHBA, PLAU, MYC, TNFRSF9, SGK1, TNIP1, NAMPT, FOSL2, PNRC1, ID2, CD69, IL7R, EFNA1, PHLDA2, PFKFB3, CCL5, YRDC, IFNGR2, SQSTM1, BTG3, GADD45B, KYNU, G0S2, BTG1, MCL1, VEGFA, MAP2K3, CDKN1A, CCN1, TANK, IFIT2, IL18, TUBB2A, IRF1, FOS, OLR1, RHOB, AREG, NINJ1, ZBTB10, PLPP3, KLF4, CXCL11, SAT1, CSF1, GPR183, PMEPA1, PTPRE, TLR2, ACKR3, KLF10, MARCKS, LAMB3, CEBPB, TRIP10, F2RL1, KLF9, LDLR, TGIF1, RNF19B, DRAM1, B4GALT1, DNAJB4, CSF2, PDE4B, SNN, PLEK, STAT5A, DENND5A, CCND1, DDX58, SPHK1, CD80, TNFAIP8, CCNL1, FUT4, CCRL2, SPSB1, TSC22D1, B4GALT5, SIK1, CLCF1, NFE2L2, FOSB, PER1, NFAT5, ATP2B1, IL12B, IL6ST, SLC16A6, ABCA1, HES1, BCL6, IRS2, SLC2A3, CEBPD, IL23A, SMAD3, TAP1, MSC, IFIH1, IL15RA, TNIP2, BCL3, PANX1, FJX1, EDN1, EIF1, BMP2, DUSP4, PDLIM5, ICOSLG, GFPT2, KLF2, TNC, SERPINB8, MXD1	-1.93339855792353, -0.0378934252860874, -2.13498024401233, -0.489621144959459, -1.02222158970464, -1.2486185036492, -1.86660872866766, -0.021366544915959, 0.129540238819196, -1.54726892912501, -1.54315390166284, -0.417156090761031, -0.655746930785921, -0.045155226813842, -1.55777074334441, -3.97914116708961, 0.246484864931146, -0.322697874314725, -2.4498879305095, -0.0326273273046087, -3.816787834677, 0.944372114439972, -0.68478900826961, -0.180454766038922, -1.48174439407917, -1.52073517428518, -0.757889017118142, 0.0967962953169464, -0.478602226754293, -0.647024546409516, -0.106286913382093, -0.162783609802866, -1.21829729500889, -0.127278559483384, 0.555818231700605, -0.42017948884346, 0.558195515713472, -1.96839129062406, -1.70082597496081, 0, -0.436458335737124, -2.08816350115177, -5.89227709571432, -1.43311299041989, -0.99383623421896, -0.370267501255113, -2.50493374660403, -0.00401468627182529, -0.699357069866683, -0.169246868359567, -2.47781813108994, 1.60305777897044, 0.883948676364154, -1.24537798418457, -0.104034145321009, -1.00578895504607, -0.100944228112207, -0.365102020636166, -0.689070205101755, -3.40067382447914, -2.5054351003912, 3.85455480862052, -0.626969544853917, -1.72214427607015, 0.0972549563038969, 0.195948049830575, -0.364901493857346, -0.0923175645549253, -5.24225334218565, -0.0112309810418233, -0.285160209049009, -4.43925514940532, -0.138043981778842, -1.62619425188324, -1.41609480081938, -0.798089663547367, -0.417179638631566, -0.83086186242066, -1.52257882694091, -0.487358768078131, 2.61927937206414, -2.82028197056788, -0.786765945417397, 0.16740550155563, -1.68361733554887, -2.34793425673771, 0.0362846638050682, 0.106452716447146, 0.50436630563935, -2.7100270486221, -2.33654324414571, 0.769036140031474, -0.253899578057467, -0.559260638665401, -0.453362362838746, 0.386176557081176, -0.0187908236235133, 0.732136256728499, 0.00538959287124948, -2.07307511981415, -1.80990039948538, 1.37162401199892, -1.68623420409688, -0.173276521376368, -0.567767717003424, -1.03935865485589, -1.54017279357053, -5.41280041036267, -0.572736547951053, -0.281743635937125, -0.44924574183028, -1.9925841418226, -0.961041707617021, 4.29079542320809, 1.22812919090351, 1.09219812496184, -0.478571179652502, -1.8291165062573, 0.232835237093904, 0.490222154242297, -3.17739338215141, 1.93055256556437, -1.637665834346, 3.21505668036972, -0.0359588076943903, -0.242362948203409, -1.01733217100033, -0.880922237775907, -3.5295572738473, -1.36602339402698, -0.658985775953858, 0.0391034511636372, -0.787339583597345, -3.08269586465456, -0.578970153281715, -0.18999404194106, -0.577674553580573, -3.59523626181186, 0.190635328065306, -0.970910551501377, -4.21959233343833, -2.30935568099089, -0.474780175958407, -0.161496566415625, -0.670449753350845, 0.934164148558964, -0.0128076704875094, -0.00392814244097848, 4.44818118277082, 0.143911374510878, 0.203721299286721, 0.614028985098347, 0.871125545738011, 1.5012981611003, 0.289950105948172, -0.591412103348377, -0.0433161251956407, -4.5154453258978, 0.362299988230717, 0.271308341380424, -1.0429784807036, 1.36666151936125, -5.06362647906089, -2.14390263827822, -1.93584455650425, -0.448535043529119, -1.08680267355975, -0.336855618990052, -0.331515517171237, 0.726093862879029, 0.0411939864308251, 0.225419268793719, -1.0050490310311, 0.106263178227254, -0.739128548475499, -1.43909534019238, -0.202053080856709, -2.2978496868289, -1.76688658267865, 1.08078365404776, 1.94303416983553, -0.0177409662594176, -0.0847038250092893, 1.11473485213343, -0.237704781430033, -0.882353012449059, -3.06466547650252, 0.0520441478475584, -0.499102611192604, -0.741838036135313, 0.545039967057692, -2.04481192187276, -2.10812254513921, -0.334271097942473, 0.603917942100301, -0.584604168101229, 0.494593255941988, -0.978105884017551, -0.986670791591433, -0.912473362247236	0.687451834127672, -0.380301033296085, 1.92155393709163, -0.0566757451327607, 1.44532877471125, -0.272963755031098, -0.612850944274157, 0.0755185740388071, 2.14117209262413, 0.861495680586505, -0.324913336900995, 1.39064730027306, 2.53614398407194, 0.468620135018569, 1.43934674263304, 1.41062471219573, 0.30904192150837, 3.11477240504716, 0.220693864589512, 3.540695771833, 0.544136958010537, 0.430706228400176, 0.942995354786736, -0.0601502690234293, 1.46381016721203, 1.6253346973469, -0.465625877533236, 0.194502847766631, 0.479874250779956, 1.48821943389215, -0.503337430997357, 0.813564489380297, 0.0220463307262652, 0.234616349942137, -1.92032284705688, -0.495362037353945, 0.497898186428776, 1.83234544624452, 1.46495065934639, 0, 1.61371516561935, 0.733427161811352, 1.99255605526583, 0.408589956164635, 0.288987217596738, 0.612414974825912, 0.643417303099509, 0.0147691830327731, 2.2003501416044, 1.91189855785478, 0.356173137128312, 1.33274187097771, -1.00635287091179, 1.9505926657231, 1.37047625681749, 1.26372539115896, 1.69759858223428, 0.230289577263456, 1.88566930337218, 0.341045007715729, 1.9167131510402, -0.202623360459231, 2.98358801760799, -0.0299133429170025, 2.03464698090741, -0.270513401384409, 2.24600234985472, 2.81494520405089, 0.941132916585512, 0.0139656838518684, 1.87745461098924, 0.0365270599466026, -0.421225316255643, -0.2370241768692, 0.615339764428398, 1.14192131859325, 0.197157376369168, 0.866915141353115, 1.47659239581622, -0.631317606731394, 0.709963699402126, -0.165113995349493, 1.63952501383225, 0.276205471066552, 2.24369299263105, 0.717287255833517, 1.25463749320753, -0.506582205800319, 1.01088500195076, 0.685168920586401, 1.89220470841943, 0.875053772293942, -0.908277823572369, 0.432480676368271, 0.0254604036940485, -0.171500088711627, 0.0351030565079734, -0.177192847949827, 0.0349730478404135, 0.0862499217185344, 0.170001943182426, 1.53054490768802, 1.17513146796569, -0.572259550792573, 0.199536822113155, 0.229603460171452, 0.286069115573858, 0.957536173004224, 1.26589172384272, 1.86996088805987, -0.0179273609821642, 1.31385924208325, 1.007136677077, 3.10889492585626, -0.485499632571083, -3.21808055102016, 0.965604209559359, 0.597231659806747, -1.41198819021858, -1.2501348818911, -1.25992070127679, -0.291353946572113, -0.031489277724614, -0.987623079259187, 0.879526877159466, 0.709411868356573, 0.342459110197303, 0.609907879964524, 0.350412169116895, 0.322730545142266, -0.698522081257283, -0.117731236704273, -0.0904672675668493, 3.3173804129101, 0.388257782934542, 0.448790834803407, 1.01856088960128, 0.418208637218437, -0.0621805599083445, -2.41295470324589, -0.0273754621200771, 2.39809154660808, 0.83367211789633, 2.51858316215836, 1.39904694402401, 1.08632683432656, 0.00355890238417351, -1.71438354903548, -2.16805232549843, 0.717525464307532, 1.03744334815919, -2.7274511674149, 0.900443335535691, 2.62056271319379, 0.79749270001495, 3.32273888667531, 1.68394454953218, 3.42782877692682, 0.0937033985071932, 0.0163561472086224, 0.0316464177419247, -2.11418908063987, 2.187653585178, 0.164623265057687, 0.395731102043148, 1.74832448667252, 0.238130588502405, -1.91873363143854, 0.926414371338901, -0.237199176648172, 0.0816226055530001, -0.297763986909218, -1.39476958337136, 2.52469058195958, -0.0146105713141113, 0.0135232265471246, -0.557052931762902, 2.3284906253228, 0.0352587523476263, -0.338167773697683, 0.10276157975749, -0.0160338916104623, -0.199578148428954, 2.89835599828811, 0.633047417128248, 0.77742213213828, 2.77030670266618, 0.335564568825058, 0.0131076148348647, -2.92183208938799, 0.581768868130925, -2.54290806634909, -0.0196941434666579, -1.28312100450803, -0.88369829152711, 0.459324069816259, -0.322491331761228, 0.256965439994178, 1.02380805542006, 0.809737597866946	200	0.495
HALLMARK_HYPOXIA	PGK1, PDK1, GBE1, PFKL, ALDOA, ENO2, PGM1, NDRG1, HK2, ALDOC, GPI, MXI1, SLC2A1, P4HA1, ADM, P4HA2, ENO1, PFKP, AK4, FAM162A, PFKFB3, VEGFA, BNIP3L, TPI1, ERO1A, KDM3A, CCNG2, LDHA, GYS1, GAPDH, BHLHE40, ANGPTL4, JUN, SERPINE1, LOX, GCK, PPFIA4, MAFF, DDIT4, SLC2A3, IGFBP3, NFIL3, FOS, RBPJ, HK1, CITED2, ISG20, GALK1, WSB1, PYGM, STC1, ZNF292, BTG1, PLIN2, CSRP2, VLDLR, JMJD6, EXT1, F3, PDK3, ANKZF1, UGP2, ALDOB, STC2, ERRFI1, ENO3, PNRC1, HMOX1, PGF, GAPDHS, CHST2, TMEM45A, BCAN, ATF3, CAV1, AMPD3, GPC3, NDST1, IRS2, SAP30, GAA, SDC4, STBD1, IER3, PKLR, IGFBP1, PLAUR, CAVIN3, CCN5, LARGE1, NOCT, S100A4, RRAGD, ZFP36, EGFR, EDN2, IDS, CDKN1A, RORA, DUSP1, MIF, PPP1R3C, DPYSL4, KDELR3, DTNA, ADORA2B, HS3ST1, CAVIN1, NR3C1, KLF6, GPC4, CCN1, TNFAIP3, CA12, HEXA, BGN, PPP1R15A, PGM2, PIM1, PRDX5, NAGK, CDKN1B, BRS3, TKTL1, MT1E, ATP7A, MT2A, SDC3, TIPARP, PKP1, ANXA2, PGAM2, DDIT3, PRKCA, SLC37A4, CXCR4, EFNA3, CP, KLF7, CCN2, CHST3, TPD52, LXN, B4GALNT2, PPARGC1A, BCL2, GCNT2, HAS1, KLHL24, SCARB1, SLC25A1, SDC2, CASP6, VHL, FOXO3, PDGFB, B3GALT6, SLC2A5, SRPX, EFNA1, GLRX, ACKR3, PAM, TGFBI, DCN, SIAH2, PLAC8, FBP1, TPST2, PHKG1, MYH9, CDKN1C, GRHPR, PCK1, INHA, HSPA5, NDST2, NEDD4L, TPBG, XPNPEP1, IL6, SLC6A6, MAP3K1, LDHC, AKAP12, TES, KIF5A, LALBA, COL5A1, GPC1, HDLBP, ILVBL, NCAN, TGM2, ETS1, HOXB9, SELENBP1, FOSL2, SULT2B1, TGFB3	-0.32513436205708, -0.142299979840228, -0.903348603041626, 0.052682736895242, 0.935258983050779, 1.38341136703981, -0.69403679459742, 1.91108321349092, -0.0752559583999794, 2.87864461693491, 0.922397434072893, 6.99347955880547, -0.181762650996812, -0.079370143465343, -0.920501910785177, -0.180501735072174, 0.000772536491098768, 1.64171453346725, 0.457526051789398, 2.01525975915509, 0.732136256728499, -0.572736547951053, 2.364998805011, -0.498646392802584, -0.156137185084339, -0.222930555066569, 1.53701472519714, -1.56297446468787, -0.709390602853368, 0.158216044287776, -0.364901493857346, 0.0566375878224767, -3.816787834677, -1.41609480081938, -1.43173945360784, 1.97817606845129, 1.60298106120485, -0.417156090761031, -0.208639599187968, -2.2978496868289, -3.07963093378919, -1.62619425188324, -1.8291165062573, 0.725139943844265, 1.61260401621689, -0.508192750545393, 0.182823853955395, -0.699924904400739, -0.0426220540930052, 7.4566662531412, -3.5459691145639, -0.0295547561946695, -1.54017279357053, -0.332178488029562, -1.135600804154, 1.37437090588797, -0.999298499579325, -0.939759661448634, -0.42017948884346, 1.32004685401107, -0.222475527231995, 1.12978047773858, 1.86240230054803, -0.667347660325632, -1.64086948510867, 0.175069330752131, 0.769036140031474, -0.149876479314993, -3.47002368644355, -0.0158960295391209, -2.10923808181883, -1.00199412121264, -0.00888964201543959, -2.13498024401233, -0.019459567822073, 5.91988590343205, 1.32796598835586, 1.41144005610331, -0.202053080856709, -0.130690187007365, 0.134371842185863, 0.558195515713472, -0.591080487116961, -0.021366544915959, -0.0328025872808741, -6.2814545432489, -0.322697874314725, -0.206779984099528, 1.03118062073295, 3.32233320371146, -2.50684311900444, -0.207746260813552, 0.720759307111602, -2.4498879305095, -0.796475668926165, -0.128598497731516, 4.82520909274508, -0.44924574183028, 0.577013766330023, -1.21829729500889, -0.0180420701243701, 3.26545125743886, 1.20950334372209, -1.83539518914569, 3.58153850673215, -0.561397447063052, 0.782899611909216, -0.0615114908982269, 0.347951142106185, -3.97914116708961, 0.179493501024093, -1.9925841418226, -1.02222158970464, -0.637146281043006, -0.0665767896420753, -1.70075986018271, -1.48174439407917, -1.7933104983357, -1.70554434818166, 1.8768654859377, 0.371468492589441, 2.25278624038725, -0.0622389374731878, 0.766918351712514, 0.166391244673264, -0.963964587543619, -1.68133639418037, 0.369034533573161, -0.417179638631566, 3.49487414036644, -1.95820357382237, 2.28209263004303, 0.482148658814591, 4.41952693001705, -0.00518824728631506, -0.278876187031463, 1.78174672833646, 2.60137502551081, -0.16183991414833, -2.58177225283777, 0.180399483226182, 0.438807416702906, -2.54984947046424, 0.197760990839843, 1.55074631543873, 4.3610619768592, -1.55581738141214, 2.12948700036403, 1.8319331360525, 0.318870896073677, 0.351283643087071, -0.0388477778952358, -1.50363075667166, -1.21370105712283, 0.0609394758292334, -0.78865322720394, -2.34707131144005, -0.436247319732735, -3.12193839276392, 0.386176557081176, -0.662806306437591, -0.787339583597345, -0.344554973512203, -2.94935044564796, -5.69868913934907, 0.0119628483776083, -2.53672731784221, 1.11872846209412, 0.00400757414971915, 0.393611827157278, -1.18400692671483, 0.554598877847883, 0.983559898831393, -0.48613497188077, 0.0657655526318514, -0.748482778863744, 0.799303526688959, 2.80923584329359, -0.0325962007629803, 0.09776136162016, -1.70082597496081, 6.78666839241749, -0.10713845884831, -0.239873750612446, -0.0206280042605463, -1.36846252551749, 7.91823875147688, -0.0276875212288538, -0.393821176789817, -4.25589519585673, -1.10732278562476, 0.95775569340074, 1.75539008631969, -0.0315000779952895, -3.1327567676234, 0.726438941507135, 6.94848703661868, -2.33654324414571, 0.115326319501957, -0.264284348560067	1.0503715069681, 1.44785854776399, 0.41069972244931, 0.260313618920966, -0.285212743749083, -0.207779973326886, -0.372368846067772, 0.386193302074787, 2.04538240818766, -6.30581962499838, 0.151715589763257, -0.525227573576815, 0.195220597593919, 4.64625622712699, 0.630738988038723, 1.13337570485145, 0.0344933744834631, -0.14174576853419, -0.0269288115837283, 0.121365760630602, -0.177192847949827, 1.26589172384272, 1.31959868073708, 0.0893360323113585, 1.06714818221636, 0.935222531475668, 0.00147549233053219, 0.891464670661695, -0.153735132776362, -0.342564926763531, 2.24600234985472, -0.257826556346441, 0.544136958010537, 0.615339764428398, 1.85452981713016, -0.216835513382526, -0.0135455029357718, 1.39064730027306, -0.318602421269509, 2.3284906253228, -0.025895165916126, -0.2370241768692, 0.597231659806747, 1.1041685229445, -1.13236338669643, 0.290531860261964, 1.54474022594536, -0.0719211679414717, 2.03394093625192, -2.24843212811845, 0.104939735631018, 0.917139543509062, 0.286069115573858, 0.118847028115735, -0.344918932470943, 0.363836843461745, -0.031495383569596, 0.85556116604112, -0.495362037353945, 0.0929325984004423, 0.984364302207791, -0.19524142998848, -0.600688297361753, 2.4551521044499, -0.0441545699079834, 2.55510778385648, 0.875053772293942, 0.0147832071743203, -1.73904394894878, 0.05624356409982, -0.716800372656392, 3.30059095552974, -4.74261587455674, 1.92155393709163, 0.966247040920379, -0.18550022583099, 0.0329771739427857, -1.43478493731096, -0.557052931762902, -0.52707772220186, 0.280915409464255, 0.497898186428776, 0.54518036821712, 0.0755185740388071, 0.023843456373423, -6.75791072979778, 3.11477240504716, -0.149633283011274, -1.65711766807263, -2.17753599638076, 0.527572942837197, 1.50302653441538, 0.464119907806086, 0.220693864589512, -0.440747324624302, -0.451716686722259, -1.37993480339095, -0.0179273609821642, -0.000120124866768795, 0.0220463307262652, -0.015491136955674, -0.434688208717477, -1.12954743909174, 1.69157440252618, -1.98011916531806, -0.139336098748218, -0.12364641217652, 2.065154363313, 2.43526635483283, 1.41062471219573, 1.73741132820802, 1.31385924208325, 1.44532877471125, 0.643047648340372, 2.18706686795579, -0.342553031708581, 1.46381016721203, 0.429032299793572, 0.950232734859898, -1.08960407325854, 2.37522943785835, -1.03739936660871, -0.10875356701814, -1.29734543426769, -4.2722219248851, 3.74171605726786, -3.09151899081344, -2.96296555325002, 0.197157376369168, -0.380641746131242, 2.44103612928164, -0.392783385264122, 1.73872041461797, -1.95933294334125, -0.777920295184217, 1.4608264676889, -0.215132007526292, -0.449701088137768, 0.120550498218621, -0.304470018776908, 0.168010178920163, -2.2537468154062, -3.05491139407833, 0.055012906051816, -2.47607894987152, -0.396644827036614, -0.022073006003359, -0.896794711950284, 0.144213146913526, 0.725535092695657, 0.0186998688672724, 0.319889834667978, 3.30733335204361, 0.220307818178589, -0.437963038630617, -2.18612484230988, 0.0770989829262387, -3.09018627331033, -0.0706172858205471, -0.171500088711627, -0.334096810334227, -0.0904672675668493, 1.20308737006197, 1.75348872327774, -1.14502398166852, 0.263632127632958, -0.572042939334446, -0.0743292134708911, 1.23200135673867, -0.423439507675632, -0.165096641649063, -0.334523818408704, -1.8237195778081, -1.33027757462541, -0.0788186106231355, 1.83922985810158, 0.438921827069172, -0.666966632857816, 0.0550091011490509, 1.32195180742554, 1.46495065934639, 1.29110564466028, 0.0498347144467492, 0.179178915413635, -0.031543057113736, 0.210776339502638, -3.20620655262437, -0.0036399276677142, 2.19809007552695, 0.348644101282499, 0.499858160686878, -0.265963600332138, -4.29603925592386, -0.829251115899298, 0.34185518362802, 1.28462730792309, -0.330403294183841, 1.89220470841943, 0.305178231514647, 0.824472206785277	200	0.53
HALLMARK_CHOLESTEROL_HOMEOSTASIS	FDPS, CYP51A1, IDI1, FDFT1, DHCR7, SQLE, HMGCS1, NSDHL, LSS, MVD, LDLR, TM7SF2, ALDOC, EBP, SCD, PMVK, MVK, LPL, SC5D, FADS2, HMGCR, HSD17B7, ANXA13, SREBF2, PCYT2, ACSS2, ATF3, ADH4, ETHE1, ECH1, CBS, GUSB, FASN, LGALS3, ATF5, ANXA5, TP53INP1, CHKA, GSTM2, ACAT2, AVPR1A, PLSCR1, CLU, ERRFI1, TRIB3, CXCL16, TNFRSF12A, ACTG1, JAG1, LGMN, FBXO6, GPX8, PNRC1, ANTXR2, MAL2, CD9, PPARG, GLDC, STX5, STARD4, CTNNB1, TMEM97, NIBAN1, PDK3, PLAUR, SEMA3B, GNAI1, ABCA2, ATXN2, NFIL3, ALCAM, FABP5, S100A11, CPEB2	-2.06121255277804, -0.791121707705483, 1.1084861070435, 1.32190434915891, -0.195195076510344, -0.374358543701451, -1.54285671145705, 0.0955750155797711, -0.0762309081986548, -1.29512700662369, -4.21959233343833, 1.1020154819085, 2.87864461693491, -1.12803096101837, 5.33420286450212, 0.433048995843339, 0.169084859952278, -1.75264097109127, 1.55369798753374, 0.399362475933772, -0.420649156130166, -0.0987883383986424, 2.87510141205179, 0.591654209652725, 1.21543671239008, 0.786064602428453, -2.13498024401233, 1.24853237007987, -0.485688870081412, -0.0300444118913764, 0.141142469214466, -3.18264398022656, -0.0769523806354286, -0.493609833248241, -0.954288678121984, -1.89513778432573, -0.399238229982488, 0.434996241559388, -1.04558137128137, -1.87829974669939, -4.3565156780232, -0.726805504932085, 1.88888482533471, -1.64086948510867, -0.997214487127595, 0.779627870629594, -2.83108555616123, -0.624923564883414, -2.50493374660403, 2.4640035768675, 0.633267934831273, -1.87045130443738, 0.769036140031474, -1.13071156902544, 11.5757180628682, 1.54067535301288, 1.96275053328539, -2.09983652221886, -0.133662256796298, -1.99290367044954, -0.62880477576987, -2.50351953207699, -2.11152486453441, 1.32004685401107, -0.322697874314725, 4.08625568881182, 4.06826186856502, 8.23679214004043, -0.137320013402034, -1.62619425188324, 3.80549408843792, -0.0281237411528776, -0.141276161089856, 2.1776244542698	-0.377432897663654, -1.00645844314834, -1.66328300839538, -4.67839454730363, -1.25731209801764, 0.0217210955834842, -0.788043942353247, -0.741076221613909, -1.01189792506947, -1.97127758518235, -0.0273754621200771, -2.27089566410957, -6.30581962499838, 0.0122590465097842, 0.0217182438398731, -0.669302080066502, -1.0225792695806, -0.677438778064325, -2.48473036019123, -3.03728542840081, -1.23304385591019, 1.44349731247323, -0.294724452540645, -2.23253198160038, -1.7681903117965, -0.635184378607171, 1.92155393709163, 0.124394441344755, -0.449045728098326, -0.0249250331259933, -1.69855036852969, 2.21174477247408, -0.425941215010717, 1.38223937033609, 3.74251212053101, 0.313378321970384, 1.08697164654101, -3.5774392884068, -0.171264922587396, -1.38515855513627, -0.414917736902487, 2.23240927805255, -0.79626536318605, -0.0441545699079834, 0.302196752617484, 0.95490234170526, 2.15882518895304, 0.174709628489589, 0.643417303099509, 0.844586707653182, 0.223557782040812, 2.51306313597993, 0.875053772293942, 1.93601099421647, -14.9307774813903, 0.0477061258144443, -0.227127512755882, -0.847055997393364, 0.489491262943953, -0.194821669979253, 0.486113525536314, -0.036108905707491, 2.16924330502181, 0.0929325984004423, 3.11477240504716, 0.0688061899246679, -1.66781612039599, -1.91232437726706, 0.253418567989247, -0.2370241768692, -0.724640648015996, -0.902400268861934, 1.97885004405419, -0.380301590067951	74	0.648648648648649
