id	genes	up_values	down_values	length	proportion_different
parada_T1_DN_26461091	ENSG00000121905, ENSG00000154146, ENSG00000181418, ENSG00000157005, ENSG00000187094, ENSG00000104888, ENSG00000187730, ENSG00000127588, ENSG00000198576, ENSG00000157087, ENSG00000110148, ENSG00000137825, ENSG00000183166, ENSG00000186732, ENSG00000165023, ENSG00000100362, ENSG00000144550, ENSG00000074317, ENSG00000185518, ENSG00000181656, ENSG00000089169, ENSG00000179673, ENSG00000066248, ENSG00000151025, ENSG00000135519, ENSG00000164076, ENSG00000104863, ENSG00000163032, ENSG00000110675, ENSG00000149527, ENSG00000213927, ENSG00000139998, ENSG00000186487, ENSG00000117152, ENSG00000125851, ENSG00000127585, ENSG00000127824, ENSG00000198915, ENSG00000101438, ENSG00000165752, ENSG00000196104, ENSG00000116983, ENSG00000167702, ENSG00000115977, ENSG00000150672, ENSG00000006116, ENSG00000158792, ENSG00000163673, ENSG00000091428, ENSG00000067715, ENSG00000121905, ENSG00000154146, ENSG00000181418, ENSG00000157005, ENSG00000187094, ENSG00000104888, ENSG00000187730, ENSG00000127588, ENSG00000198576, ENSG00000157087, ENSG00000110148, ENSG00000137825, ENSG00000183166, ENSG00000186732, ENSG00000165023, ENSG00000100362, ENSG00000144550, ENSG00000074317, ENSG00000185518, ENSG00000181656, ENSG00000089169, ENSG00000179673, ENSG00000066248, ENSG00000151025, ENSG00000135519, ENSG00000164076, ENSG00000104863, ENSG00000163032, ENSG00000110675, ENSG00000149527, ENSG00000213927, ENSG00000139998, ENSG00000186487, ENSG00000117152, ENSG00000125851, ENSG00000127585, ENSG00000127824, ENSG00000198915, ENSG00000101438, ENSG00000165752, ENSG00000196104, ENSG00000116983, ENSG00000167702, ENSG00000115977, ENSG00000150672, ENSG00000006116, ENSG00000158792, ENSG00000163673, ENSG00000091428, ENSG00000067715, ENSG00000182870, ENSG00000136535, ENSG00000101210, ENSG00000145708, ENSG00000058335, ENSG00000149575, ENSG00000119866, ENSG00000111674, ENSG00000213760, ENSG00000163624, ENSG00000100884, ENSG00000184792, ENSG00000168993, ENSG00000106089, ENSG00000130540, ENSG00000100276, ENSG00000105376, ENSG00000172247, ENSG00000145920, ENSG00000069424, ENSG00000198010, ENSG00000135472, ENSG00000167363, ENSG00000101298, ENSG00000072858, ENSG00000157445, ENSG00000104722, ENSG00000198626, ENSG00000117016, ENSG00000182389, ENSG00000174939, ENSG00000135625, ENSG00000008056, ENSG00000152377, ENSG00000077080, ENSG00000164488, ENSG00000112137, ENSG00000143473, ENSG00000102003, ENSG00000122574, ENSG00000164620, ENSG00000163536, ENSG00000132535, ENSG00000171532, ENSG00000184672, ENSG00000101180, ENSG00000159164, ENSG00000154118, ENSG00000183780, ENSG00000166111, ENSG00000162545, ENSG00000115488, ENSG00000175352, ENSG00000054803, ENSG00000144285, ENSG00000154917, ENSG00000133083, ENSG00000165061, ENSG00000128683, ENSG00000179388, ENSG00000184524, ENSG00000135423, ENSG00000120645, ENSG00000006210, ENSG00000155846, ENSG00000151229, ENSG00000120899, ENSG00000167964, ENSG00000020129, ENSG00000143632, ENSG00000091622, ENSG00000152969, ENSG00000004660, ENSG00000248485, ENSG00000166501, ENSG00000066557, ENSG00000167779, ENSG00000100321, ENSG00000273079, ENSG00000132975, ENSG00000171368, ENSG00000174521, ENSG00000161243, ENSG00000251322, ENSG00000129990, ENSG00000135824, ENSG00000116254, ENSG00000008283, ENSG00000105696, ENSG00000186642, ENSG00000103034, ENSG00000168280, ENSG00000139190, ENSG00000180182, ENSG00000150995, ENSG00000163013, ENSG00000121769, ENSG00000197106, ENSG00000088992, ENSG00000153266, ENSG00000036530, ENSG00000105641, ENSG00000115310, ENSG00000103269, ENSG00000125841, ENSG00000106078, ENSG00000078295, ENSG00000203772, ENSG00000152214, ENSG00000141750, ENSG00000176490, ENSG00000174791, ENSG00000188191, ENSG00000127561, ENSG00000164506, ENSG00000126214	11.9699811552633, 9.45766519939678, 15.0576264794897, 14.8333824370814, 17.8326266540154, 15.18166671997, 7.13984288523882, 0.139426047246106, -0.34100537608095, 8.14561716804945, 8.37944278854817, 2.34925725685697, 19.1003409334314, 19.6426280902879, 4.89964314743538, -0.019161190636639, 6.35548454476235, 13.906717312181, 29.826631731833, 3.41948651448165, 0.324963457473619, 4.86542093449681, 11.4850836509448, 1.38314624908691, 5.22928431722112, 9.88625981014015, 1.49425719450021, 11.9512817156891, -0.477245513591022, 0.0346361869717006, 0.426247128133354, 0.277509238293123, 13.1174364075332, 11.8157959617831, 15.1818567849596, 12.0094422978041, 11.2436866583045, 11.2161410244078, 12.5637315278107, 4.37802422913043, 22.5900485232451, 15.805709239304, 0.0390531430960489, 1.32587649008638, 21.7769319155211, 12.785232928571, -0.473461961570149, 0.0116193791866999, 2.2413476076725, 15.3561407150201, 11.9699811552633, 9.45766519939678, 15.0576264794897, 14.8333824370814, 17.8326266540154, 15.18166671997, 7.13984288523882, 0.139426047246106, -0.34100537608095, 8.14561716804945, 8.37944278854817, 2.34925725685697, 19.1003409334314, 19.6426280902879, 4.89964314743538, -0.019161190636639, 6.35548454476235, 13.906717312181, 29.826631731833, 3.41948651448165, 0.324963457473619, 4.86542093449681, 11.4850836509448, 1.38314624908691, 5.22928431722112, 9.88625981014015, 1.49425719450021, 11.9512817156891, -0.477245513591022, 0.0346361869717006, 0.426247128133354, 0.277509238293123, 13.1174364075332, 11.8157959617831, 15.1818567849596, 12.0094422978041, 11.2436866583045, 11.2161410244078, 12.5637315278107, 4.37802422913043, 22.5900485232451, 15.805709239304, 0.0390531430960489, 1.32587649008638, 21.7769319155211, 12.785232928571, -0.473461961570149, 0.0116193791866999, 2.2413476076725, 15.3561407150201, 8.23697485951212, 6.44472436079543, 1.85830456609406, 12.1425859223269, 17.8821381862807, 18.5812506002086, 1.05240335878291, 1.38341136703981, -0.0294465338404446, 8.7477573230082, 28.2413426302525, 1.61865201997147, 6.90170000561284, 2.04598213111185, 15.1854861164838, 6.84344002984601, 7.23910578362428, 5.02927924977136, 14.4661895959529, 7.77668833011025, 0.42456607567582, 16.7791990792248, 8.98904710763723, 3.92951848823132, 5.85894420215165, 12.9458063126947, 18.2221945904483, 24.5439379242638, 6.41284019071908, 5.10741277281187, 3.36023855811405, 2.15949691801585, 15.0084320433391, 7.47003582006753, 8.26909580776324, 1.12431612199552, 7.54178950404503, 8.15480179776286, 10.8201220120975, 0.99602941694482, 0.351060487856542, 14.2740932213705, 1.47830704588155, 13.9706150719822, 3.95406164152404, 12.6715035795992, 0.521859760954006, 13.6481221680535, 21.1925828009427, 13.7448704421116, 6.31720877315678, -0.0165706346598957, 5.35940924721616, 0.702723030735198, 3.92819371250131, 10.5045264612298, 3.8169920802572, 2.9361848994819, 4.60510551131, 0.944372114439972, 4.24061850223174, 9.17631757029608, 10.6456625990844, 2.32840645222739, -0.00282125184205679, -0.0882616405792477, 2.3443429906937, 1.3512652608285, 8.34734975107737, -0.155709187058779, 4.59787136664184, 13.5878226479173, 9.68202207689919, 11.4993619180423, 10.4988040386894, -0.837328653045247, 1.57458384448459, 7.21594014367465, 11.2132655855432, 2.32239965505693, 19.1259640713892, 4.91394372552106, 7.97073916901344, 0.574979929882928, 9.76071522651199, 0.926845380791956, 14.7479315836908, 0.284725887606751, 3.40094355009248, 6.76386616001578, 5.79320409964778, 6.07093140563388, 5.79785582443316, -2.09169188958231, 2.36424302993099, 4.11550841909929, 5.58181079961726, 19.3172433530498, 4.16430586269171, 9.28409978162005, 4.15208273389756, 0.422176961580581, 5.71905073455342, 0.0120357192677477, 0.272922910419228, 6.4000944544631, 5.54336244811242, 3.23124233459157, 0.701582081106554, 3.10221440266979, 0.15480711986448, -0.536455127032513, 3.87905155657568, 12.8904986195319, 3.23583240781477, 1.13761832051947	-13.1417503869117, -8.6284309733562, -4.41429032236512, -9.60668975848166, -17.9147977198751, -15.1672535473839, -4.68680306320196, -0.0630923015661028, -1.72091331770788, -6.37861045589409, -2.54175416976021, -3.25845469276921, -11.1845562489637, -8.69463397308237, -6.14177643914437, 0.0238125250777199, -3.45469879957194, -10.5010046280986, -9.75290879077941, -0.242706525479418, -2.5434008678887, -3.88932215144149, -5.03440343884801, -2.18265496222036, -2.79999136868586, -3.70545031975963, -1.03455662316543, -7.51087539667345, -2.03981134984392, -0.00262817199609654, 0.201815281799786, -1.81917728785804, -21.1673057420571, -3.58389241051137, -9.96109471315722, -7.50399378939607, -2.12786055341197, -1.20434625661533, -9.17905844192115, -7.32634948412597, -7.44792061302551, -9.55598253921525, -0.25327183709713, -0.306983464792677, -4.56875274413974, -5.53255107002561, -0.508082364313195, -1.79314291571257, -7.63183845975254, -11.1206070999815, -13.1417503869117, -8.6284309733562, -4.41429032236512, -9.60668975848166, -17.9147977198751, -15.1672535473839, -4.68680306320196, -0.0630923015661028, -1.72091331770788, -6.37861045589409, -2.54175416976021, -3.25845469276921, -11.1845562489637, -8.69463397308237, -6.14177643914437, 0.0238125250777199, -3.45469879957194, -10.5010046280986, -9.75290879077941, -0.242706525479418, -2.5434008678887, -3.88932215144149, -5.03440343884801, -2.18265496222036, -2.79999136868586, -3.70545031975963, -1.03455662316543, -7.51087539667345, -2.03981134984392, -0.00262817199609654, 0.201815281799786, -1.81917728785804, -21.1673057420571, -3.58389241051137, -9.96109471315722, -7.50399378939607, -2.12786055341197, -1.20434625661533, -9.17905844192115, -7.32634948412597, -7.44792061302551, -9.55598253921525, -0.25327183709713, -0.306983464792677, -4.56875274413974, -5.53255107002561, -0.508082364313195, -1.79314291571257, -7.63183845975254, -11.1206070999815, -7.64299077394711, -10.383028293891, -2.6447214513344, -7.32315038647062, -4.89184648201486, -5.23840459112318, -0.439350108753188, -0.207779973326886, 0.032185895579819, -5.08974017750588, -5.67456813427229, -1.35214075596976, -5.38548572317433, -3.14665856295755, -4.82494783447421, -2.58477341935197, -1.01835934346217, -3.46881690217901, -16.3746064477083, -0.94102777642136, -0.183492755103132, -6.16409223043553, -0.81496357429747, -4.95102021651616, -1.29397301517313, -3.7963729378788, -5.3474938647998, -4.85025568006632, -2.77207442550836, -6.23481560743676, -4.36017800739852, -1.95601983388039, -12.1432147089867, -3.57300951862782, -9.00585990165408, -1.51583041476117, -2.17287470782489, -4.42302106507327, -6.53853778301982, -7.04226862448791, -0.658894241571794, -2.23747290757365, -1.5677475515158, -11.4633013525303, -6.9062041962109, -3.69836072816952, -1.85623355513072, -9.31721668627918, -7.86605144236385, -13.217923202822, -2.03250987524801, 0.00753167495834411, -4.78673738271866, -6.93460973946527, 0.103569533864511, -4.39959713976987, -2.24849982022488, -1.77900398498174, -3.02812295215971, 0.430706228400176, -6.50368352253417, -2.82330179024363, -6.66062599218657, -0.90396626824589, 1.51609179981592, -3.0825561427027, 0.132701929897449, -2.34069099981638, -3.88791061529759, -1.22637607706034, -2.48536195092846, -7.27827464633034, -2.96832071385708, -8.76596904886688, -4.32118049154254, -0.244069522709936, -0.523189263575153, -4.86853875036997, -7.53690303791213, -10.9461969588823, -2.46001252345958, -9.84670791722887, -5.25775948129617, -0.470745440141959, -5.23916898409077, -1.37971527916596, -5.31835591762549, 1.80236529006165, -4.3315233844528, -3.87043303245254, -4.98000487936073, -4.94062073796936, -0.0808422623959208, 3.425281051186, -0.656265516174968, -2.26715188977238, -4.08775252616061, -12.3480079547748, -1.39157945646766, -2.48271852484831, -2.42041733409748, 0.0595961425162464, -0.381370348490916, -1.10021620851894, -0.531358218577416, -1.39523416531861, -1.51765774598614, -5.65770042653711, -4.64422071485984, -2.55631134654366, -2.80620304912933, 0.317910510113387, -5.4022201995573, -1.71208807286508, -1.87790591684041, -2.38618247432776	216	0.884259259259259
parada_T1_DN_26461091_1	ENSG00000121905, ENSG00000154146, ENSG00000181418, ENSG00000157005, ENSG00000187094, ENSG00000104888, ENSG00000187730, ENSG00000127588, ENSG00000157087, ENSG00000110148, ENSG00000137825, ENSG00000183166, ENSG00000186732, ENSG00000165023, ENSG00000144550, ENSG00000074317, ENSG00000185518, ENSG00000181656, ENSG00000089169, ENSG00000179673, ENSG00000066248, ENSG00000151025, ENSG00000135519, ENSG00000164076, ENSG00000104863, ENSG00000163032, ENSG00000149527, ENSG00000213927, ENSG00000139998, ENSG00000186487, ENSG00000117152, ENSG00000125851, ENSG00000127585, ENSG00000127824, ENSG00000198915, ENSG00000101438, ENSG00000165752, ENSG00000196104, ENSG00000116983, ENSG00000167702, ENSG00000115977, ENSG00000150672, ENSG00000006116, ENSG00000163673, ENSG00000091428, ENSG00000067715, ENSG00000121905, ENSG00000154146, ENSG00000181418, ENSG00000157005, ENSG00000187094, ENSG00000104888, ENSG00000187730, ENSG00000127588, ENSG00000157087, ENSG00000110148, ENSG00000137825, ENSG00000183166, ENSG00000186732, ENSG00000165023, ENSG00000144550, ENSG00000074317, ENSG00000185518, ENSG00000181656, ENSG00000089169, ENSG00000179673, ENSG00000066248, ENSG00000151025, ENSG00000135519, ENSG00000164076, ENSG00000104863, ENSG00000163032, ENSG00000149527, ENSG00000213927, ENSG00000139998, ENSG00000186487, ENSG00000117152, ENSG00000125851, ENSG00000127585, ENSG00000127824, ENSG00000198915, ENSG00000101438, ENSG00000165752, ENSG00000196104, ENSG00000116983, ENSG00000167702, ENSG00000115977, ENSG00000150672, ENSG00000006116, ENSG00000163673, ENSG00000091428, ENSG00000067715, ENSG00000182870, ENSG00000136535, ENSG00000101210, ENSG00000145708, ENSG00000058335, ENSG00000149575, ENSG00000119866, ENSG00000111674, ENSG00000163624, ENSG00000100884, ENSG00000184792, ENSG00000168993, ENSG00000106089, ENSG00000130540, ENSG00000100276, ENSG00000105376, ENSG00000172247, ENSG00000145920, ENSG00000069424, ENSG00000198010, ENSG00000135472, ENSG00000167363, ENSG00000101298, ENSG00000072858, ENSG00000157445, ENSG00000104722, ENSG00000198626, ENSG00000117016, ENSG00000182389, ENSG00000174939, ENSG00000135625, ENSG00000008056, ENSG00000152377, ENSG00000077080, ENSG00000164488, ENSG00000112137, ENSG00000143473, ENSG00000102003, ENSG00000122574, ENSG00000164620, ENSG00000163536, ENSG00000132535, ENSG00000171532, ENSG00000184672, ENSG00000101180, ENSG00000159164, ENSG00000154118, ENSG00000183780, ENSG00000166111, ENSG00000162545, ENSG00000175352, ENSG00000054803, ENSG00000144285, ENSG00000154917, ENSG00000133083, ENSG00000165061, ENSG00000128683, ENSG00000179388, ENSG00000184524, ENSG00000135423, ENSG00000120645, ENSG00000006210, ENSG00000120899, ENSG00000167964, ENSG00000020129, ENSG00000091622, ENSG00000152969, ENSG00000004660, ENSG00000248485, ENSG00000166501, ENSG00000167779, ENSG00000100321, ENSG00000273079, ENSG00000132975, ENSG00000171368, ENSG00000174521, ENSG00000161243, ENSG00000251322, ENSG00000129990, ENSG00000135824, ENSG00000116254, ENSG00000008283, ENSG00000105696, ENSG00000186642, ENSG00000103034, ENSG00000168280, ENSG00000139190, ENSG00000150995, ENSG00000163013, ENSG00000121769, ENSG00000197106, ENSG00000088992, ENSG00000153266, ENSG00000036530, ENSG00000105641, ENSG00000115310, ENSG00000103269, ENSG00000125841, ENSG00000106078, ENSG00000078295, ENSG00000203772, ENSG00000152214, ENSG00000141750, ENSG00000176490, ENSG00000188191, ENSG00000127561, ENSG00000164506, ENSG00000126214	11.9699811552633, 9.45766519939678, 15.0576264794897, 14.8333824370814, 17.8326266540154, 15.18166671997, 7.13984288523882, 0.139426047246106, 8.14561716804945, 8.37944278854817, 2.34925725685697, 19.1003409334314, 19.6426280902879, 4.89964314743538, 6.35548454476235, 13.906717312181, 29.826631731833, 3.41948651448165, 0.324963457473619, 4.86542093449681, 11.4850836509448, 1.38314624908691, 5.22928431722112, 9.88625981014015, 1.49425719450021, 11.9512817156891, 0.0346361869717006, 0.426247128133354, 0.277509238293123, 13.1174364075332, 11.8157959617831, 15.1818567849596, 12.0094422978041, 11.2436866583045, 11.2161410244078, 12.5637315278107, 4.37802422913043, 22.5900485232451, 15.805709239304, 0.0390531430960489, 1.32587649008638, 21.7769319155211, 12.785232928571, 0.0116193791866999, 2.2413476076725, 15.3561407150201, 11.9699811552633, 9.45766519939678, 15.0576264794897, 14.8333824370814, 17.8326266540154, 15.18166671997, 7.13984288523882, 0.139426047246106, 8.14561716804945, 8.37944278854817, 2.34925725685697, 19.1003409334314, 19.6426280902879, 4.89964314743538, 6.35548454476235, 13.906717312181, 29.826631731833, 3.41948651448165, 0.324963457473619, 4.86542093449681, 11.4850836509448, 1.38314624908691, 5.22928431722112, 9.88625981014015, 1.49425719450021, 11.9512817156891, 0.0346361869717006, 0.426247128133354, 0.277509238293123, 13.1174364075332, 11.8157959617831, 15.1818567849596, 12.0094422978041, 11.2436866583045, 11.2161410244078, 12.5637315278107, 4.37802422913043, 22.5900485232451, 15.805709239304, 0.0390531430960489, 1.32587649008638, 21.7769319155211, 12.785232928571, 0.0116193791866999, 2.2413476076725, 15.3561407150201, 8.23697485951212, 6.44472436079543, 1.85830456609406, 12.1425859223269, 17.8821381862807, 18.5812506002086, 1.05240335878291, 1.38341136703981, 8.7477573230082, 28.2413426302525, 1.61865201997147, 6.90170000561284, 2.04598213111185, 15.1854861164838, 6.84344002984601, 7.23910578362428, 5.02927924977136, 14.4661895959529, 7.77668833011025, 0.42456607567582, 16.7791990792248, 8.98904710763723, 3.92951848823132, 5.85894420215165, 12.9458063126947, 18.2221945904483, 24.5439379242638, 6.41284019071908, 5.10741277281187, 3.36023855811405, 2.15949691801585, 15.0084320433391, 7.47003582006753, 8.26909580776324, 1.12431612199552, 7.54178950404503, 8.15480179776286, 10.8201220120975, 0.99602941694482, 0.351060487856542, 14.2740932213705, 1.47830704588155, 13.9706150719822, 3.95406164152404, 12.6715035795992, 0.521859760954006, 13.6481221680535, 21.1925828009427, 13.7448704421116, 6.31720877315678, 5.35940924721616, 0.702723030735198, 3.92819371250131, 10.5045264612298, 3.8169920802572, 2.9361848994819, 4.60510551131, 0.944372114439972, 4.24061850223174, 9.17631757029608, 10.6456625990844, 2.32840645222739, 2.3443429906937, 1.3512652608285, 8.34734975107737, 4.59787136664184, 13.5878226479173, 9.68202207689919, 11.4993619180423, 10.4988040386894, 1.57458384448459, 7.21594014367465, 11.2132655855432, 2.32239965505693, 19.1259640713892, 4.91394372552106, 7.97073916901344, 0.574979929882928, 9.76071522651199, 0.926845380791956, 14.7479315836908, 0.284725887606751, 3.40094355009248, 6.76386616001578, 5.79320409964778, 6.07093140563388, 5.79785582443316, 2.36424302993099, 4.11550841909929, 5.58181079961726, 19.3172433530498, 4.16430586269171, 9.28409978162005, 4.15208273389756, 0.422176961580581, 5.71905073455342, 0.0120357192677477, 0.272922910419228, 6.4000944544631, 5.54336244811242, 3.23124233459157, 0.701582081106554, 3.10221440266979, 0.15480711986448, 3.87905155657568, 12.8904986195319, 3.23583240781477, 1.13761832051947	-13.1417503869117, -8.6284309733562, -4.41429032236512, -9.60668975848166, -17.9147977198751, -15.1672535473839, -4.68680306320196, -0.0630923015661028, -6.37861045589409, -2.54175416976021, -3.25845469276921, -11.1845562489637, -8.69463397308237, -6.14177643914437, -3.45469879957194, -10.5010046280986, -9.75290879077941, -0.242706525479418, -2.5434008678887, -3.88932215144149, -5.03440343884801, -2.18265496222036, -2.79999136868586, -3.70545031975963, -1.03455662316543, -7.51087539667345, -0.00262817199609654, 0.201815281799786, -1.81917728785804, -21.1673057420571, -3.58389241051137, -9.96109471315722, -7.50399378939607, -2.12786055341197, -1.20434625661533, -9.17905844192115, -7.32634948412597, -7.44792061302551, -9.55598253921525, -0.25327183709713, -0.306983464792677, -4.56875274413974, -5.53255107002561, -1.79314291571257, -7.63183845975254, -11.1206070999815, -13.1417503869117, -8.6284309733562, -4.41429032236512, -9.60668975848166, -17.9147977198751, -15.1672535473839, -4.68680306320196, -0.0630923015661028, -6.37861045589409, -2.54175416976021, -3.25845469276921, -11.1845562489637, -8.69463397308237, -6.14177643914437, -3.45469879957194, -10.5010046280986, -9.75290879077941, -0.242706525479418, -2.5434008678887, -3.88932215144149, -5.03440343884801, -2.18265496222036, -2.79999136868586, -3.70545031975963, -1.03455662316543, -7.51087539667345, -0.00262817199609654, 0.201815281799786, -1.81917728785804, -21.1673057420571, -3.58389241051137, -9.96109471315722, -7.50399378939607, -2.12786055341197, -1.20434625661533, -9.17905844192115, -7.32634948412597, -7.44792061302551, -9.55598253921525, -0.25327183709713, -0.306983464792677, -4.56875274413974, -5.53255107002561, -1.79314291571257, -7.63183845975254, -11.1206070999815, -7.64299077394711, -10.383028293891, -2.6447214513344, -7.32315038647062, -4.89184648201486, -5.23840459112318, -0.439350108753188, -0.207779973326886, -5.08974017750588, -5.67456813427229, -1.35214075596976, -5.38548572317433, -3.14665856295755, -4.82494783447421, -2.58477341935197, -1.01835934346217, -3.46881690217901, -16.3746064477083, -0.94102777642136, -0.183492755103132, -6.16409223043553, -0.81496357429747, -4.95102021651616, -1.29397301517313, -3.7963729378788, -5.3474938647998, -4.85025568006632, -2.77207442550836, -6.23481560743676, -4.36017800739852, -1.95601983388039, -12.1432147089867, -3.57300951862782, -9.00585990165408, -1.51583041476117, -2.17287470782489, -4.42302106507327, -6.53853778301982, -7.04226862448791, -0.658894241571794, -2.23747290757365, -1.5677475515158, -11.4633013525303, -6.9062041962109, -3.69836072816952, -1.85623355513072, -9.31721668627918, -7.86605144236385, -13.217923202822, -2.03250987524801, -4.78673738271866, -6.93460973946527, 0.103569533864511, -4.39959713976987, -2.24849982022488, -1.77900398498174, -3.02812295215971, 0.430706228400176, -6.50368352253417, -2.82330179024363, -6.66062599218657, -0.90396626824589, 0.132701929897449, -2.34069099981638, -3.88791061529759, -2.48536195092846, -7.27827464633034, -2.96832071385708, -8.76596904886688, -4.32118049154254, -0.523189263575153, -4.86853875036997, -7.53690303791213, -10.9461969588823, -2.46001252345958, -9.84670791722887, -5.25775948129617, -0.470745440141959, -5.23916898409077, -1.37971527916596, -5.31835591762549, 1.80236529006165, -4.3315233844528, -3.87043303245254, -4.98000487936073, -4.94062073796936, -0.0808422623959208, -0.656265516174968, -2.26715188977238, -4.08775252616061, -12.3480079547748, -1.39157945646766, -2.48271852484831, -2.42041733409748, 0.0595961425162464, -0.381370348490916, -1.10021620851894, -0.531358218577416, -1.39523416531861, -1.51765774598614, -5.65770042653711, -4.64422071485984, -2.55631134654366, -2.80620304912933, -5.4022201995573, -1.71208807286508, -1.87790591684041, -2.38618247432776	200	0.92
parada_T1_DN_26461091_2	ENSG00000198576, ENSG00000100362, ENSG00000110675, ENSG00000158792, ENSG00000198576, ENSG00000100362, ENSG00000110675, ENSG00000158792, ENSG00000213760, ENSG00000115488, ENSG00000155846, ENSG00000151229, ENSG00000143632, ENSG00000066557, ENSG00000180182, ENSG00000174791	-0.34100537608095, -0.019161190636639, -0.477245513591022, -0.473461961570149, -0.34100537608095, -0.019161190636639, -0.477245513591022, -0.473461961570149, -0.0294465338404446, -0.0165706346598957, -0.00282125184205679, -0.0882616405792477, -0.155709187058779, -0.837328653045247, -2.09169188958231, -0.536455127032513	-1.72091331770788, 0.0238125250777199, -2.03981134984392, -0.508082364313195, -1.72091331770788, 0.0238125250777199, -2.03981134984392, -0.508082364313195, 0.032185895579819, 0.00753167495834411, 1.51609179981592, -3.0825561427027, -1.22637607706034, -0.244069522709936, 3.425281051186, 0.317910510113387	16	0.4375
