NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	0.19302921	1.0679156	0.05	0.05	0.001	2269	tags=28%, list=23%, signal=31%	
