NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	-0.25699446	-1.498648	0.0	0.0	0.0	1845	tags=27%, list=19%, signal=28%	
