NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	0.2785894	1.4761585	0.0	0.0	0.0	1505	tags=25%, list=15%, signal=25%	
