NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	-0.21020068	-1.0592744	0.10091743	0.10091743	0.011	1319	tags=16%, list=13%, signal=16%	
