NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	0.32019117	1.3414166	0.0	0.0	0.0	1256	tags=20%, list=13%, signal=20%	
