NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
JARID2	JARID2	Details ...	1323	-0.2787198	-1.2544303	0.0	0.0	0.0	1645	tags=22%, list=17%, signal=23%	
