Gene	TCGA-19-4065	GLSS-HF-B972	GLSS-19-0266	GLSS-MD-0023	GLSS-HF-6658	GLSS-CU-R019	GLSS-HF-2548	GLSS-HF-3050	GLSS-19-0268	GLSS-SM-R093	GLSS-19-0271	GLSS-CU-R004	GLSS-19-0273	GLSS-SM-R063	GLSS-CU-P102	GLSS-19-0270	GLSS-MD-LP04	GLSS-MD-0022	GLSS-19-0272	GLSS-SM-R103	GLSS-SM-R080	GLSS-SM-R066	GLSS-SM-R088	GLSS-MD-0035	TCGA-06-0125	GLSS-19-0274	GLSS-HF-57AE	GLSS-19-0267	GLSS-HF-EE74	GLSS-HF-6504	TCGA-06-0210	GLSS-19-0277	GLSS-SM-R060	GLSS-19-0276	GLSS-SM-R068	GLSS-19-0278	GLSS-19-0280	GLSS-HK-0003	GLSS-CU-P069	GLSS-HF-DF35	GLSS-CU-P055	GLSS-MD-0042	TCGA-14-1034	GLSS-CU-P003	GLSS-SM-R064	GLSS-SM-R083	TCGA-19-0957	GLSS-19-0275	GLSS-HK-0001	GLSS-19-0269	GLSS-CU-P046	GLSS-MD-0026	GLSS-SM-R065	GLSS-HF-9A7A
MEF2C	-2.4386222	-2.4914267	-2.1385243	-1.5718547	-2.820746	-1.9126254	-2.0465155	-2.5968742	-1.8908006	-1.5553255	-1.793508	-1.7288812	-1.8482704	-2.1701665	-2.7973373	-2.9194639	-2.818796	-2.3087866	-1.2644588	-1.1042755	-1.8270655	-1.0874411	-1.4198893	-1.7568767	-1.6724114	-1.1366707	-2.639821	-3.0513299	-1.8272036	-2.701875	-1.5870215	-0.78216517	-1.6219668	-2.1169474	-1.486484	-2.0731544	-2.4623222	-2.117801	-1.8767018	-1.6330352	-2.2611337	-2.0291338	-2.656782	-1.8071493	-0.9712685	-1.8506249	-1.8962578	-2.102968	-2.4666393	-1.4941316	-2.4745636	-1.8588321	-1.6604341	-3.1165326
MEF2D	-0.9801622	-0.9143491	-0.8350994	-0.89411825	-1.7249182	0.9241501	-1.0292124	-1.0863478	-0.69824386	-1.1463108	-1.0574218	-1.1963234	1.0379701	-1.2210559	-1.2681593	-1.8687268	-0.9858107	-1.2657564	1.0478568	-1.2971525	-1.1206543	1.0974143	-1.1904076	-1.8819991	-1.0226032	0.7319656	-1.53781	-1.0395328	1.2578757	1.0372752	-0.70062333	0.79217154	-1.0613467	-1.0666788	-0.62879664	-0.66061	-1.8341805	0.8712131	-1.428793	-1.8397206	-1.2861627	-1.0286455	-1.6796323	-2.0476243	-1.4309019	-1.4457552	-1.0309045	-0.78323054	1.075132	0.8626208	-1.6735905	0.8430599	-0.84286	0.84063977
MEIS1	-1.9834772	-1.7668467	-1.8264108	-2.1500547	-2.973939	-3.027215	-2.0765195	-2.8671722	-2.2696123	-1.822766	-2.5195925	-2.7479255	-2.0279899	-2.8143635	-2.2940066	-1.4898521	-2.6923814	-2.851675	-1.4578661	-1.5038953	-2.5701654	-1.912777	-2.415629	-1.6594201	-2.504803	-2.0807035	-3.6917403	-1.7791036	-2.3564148	-2.8634162	-2.6368191	-1.4806123	-1.7556865	-2.635601	-2.1508405	-2.5689511	-2.567003	-1.9068509	-2.6057642	-2.1712303	-1.9698147	-1.9364332	-2.931084	-2.206364	1.0443336	-1.8916503	-2.3245177	-1.8322617	-2.725361	-1.9875591	-2.4749773	-2.0373933	-1.5315905	-2.6905909
MEIS2	-2.7848084	-2.7266808	-2.4713023	-1.8329378	-2.1857486	-2.055275	-1.9235513	-2.732638	-2.6358871	-1.7383769	-2.1063132	-1.0066307	-2.0980499	-2.2491145	1.2272457	-2.1231081	-2.5596857	-2.1711917	-2.2057705	-1.0687417	-3.1759858	1.8417473	-2.8690972	-1.6568167	-3.0983732	-1.8921587	-3.158119	-2.234869	-2.2231429	-2.6226707	-2.9261725	-1.6474302	-2.1303256	-2.215828	-2.3836038	-2.5384336	-3.036194	-2.4588685	-2.228481	-2.536033	-2.543914	-2.1185193	-2.2804487	-2.7731535	1.288488	-2.4593441	-2.4325008	-2.7730508	-2.849554	-2.5345552	-3.2163942	-2.2413514	-1.7870932	-2.566178
MEN1	-2.879996	-3.1089308	-3.1250052	-1.7905511	-3.3147585	-2.601922	-2.9300163	-2.8679516	-3.439455	-1.92092	-3.4004862	-2.1067588	-3.0028517	-3.2209094	-2.4082623	-2.9983885	-3.920909	-1.6454052	-2.5568204	-1.386303	-3.2309418	-1.3031751	-2.6590033	-1.7644861	-3.651873	-2.5119529	-3.0896907	-2.5293186	-2.9740279	-3.8298728	-2.9962292	-3.0060942	-2.9819825	-3.6869745	-2.9575188	-2.8792458	-3.1990051	-2.2961903	-2.8245304	-2.8812995	-2.9322767	-2.7048461	-2.563643	-2.919504	-1.7889323	-1.9522626	-2.2998712	-3.0395393	-3.5844727	-2.9281793	-2.924541	-2.675252	-1.6703918	-3.5352757
METTL14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MITF	-14.723093	-14.496113	-14.102291	-11.7649355	-15.953455	-14.277859	-13.562191	-14.483401	-11.676826	-11.356271	-11.742412	-13.156174	-12.316103	-15.014399	-11.623147	10.710072	-14.038523	-14.449547	11.118647	-8.383968	-14.9804325	-9.291621	-16.638632	-9.355436	-15.6720915	-11.2890415	-17.930319	-12.154649	-12.93355	-15.578882	-15.861638	-11.185245	-11.63408	-11.999991	10.4993515	-14.634677	-13.754762	-12.313091	-14.543459	-14.472346	-16.880566	-14.978076	-17.578138	-18.038397	-8.627309	-10.70595	-10.830879	10.640581	-14.924239	-12.604347	-15.208673	-13.8798	-8.373601	-15.862465
MIXL1	-5.8494315	-6.0664244	-5.7703595	-3.9442565	-5.311193	-4.6621914	-5.655593	-4.8527546	-5.293765	-3.957296	-5.065273	-3.9442172	-5.2361717	-5.511791	-4.817034	-5.4134464	-5.324832	-4.697303	-4.5565658	-2.7889445	-4.978313	-2.663252	-5.9354954	-2.7918758	-5.125327	-4.381342	-6.0707884	-4.45288	-5.347394	-5.753946	-5.6739063	-4.9994645	-3.8375232	-5.049527	-3.286799	-4.9221535	-5.6916413	-5.1769123	-5.560435	-5.2596383	-6.508194	-5.247533	-6.733038	-6.3922076	-2.4451256	-3.4678602	-4.671147	-4.9712305	-5.2433863	-4.802594	-5.754479	-3.8469331	-3.8685658	-5.7975025
MLLT1	-15.674922	-16.026142	-14.990856	-10.216874	-17.426579	-13.728871	-13.7536	-15.834248	-14.176246	-10.521399	-14.8064785	-9.650355	-14.608549	-15.512144	-12.321705	-13.808569	-16.913338	-12.774268	-11.768964	-7.7197485	-13.147836	-7.1765895	-15.387854	-7.6331034	-14.095402	-12.416948	-19.435713	-14.244738	-14.033781	-18.15984	-16.10854	-13.47508	-10.407289	-14.647686	-11.034989	-14.752879	-14.592656	-11.90666	-14.14919	-14.963436	-15.881082	-14.2384405	-16.128506	-16.735239	-7.583862	-9.8564205	-11.062189	-13.270859	-15.579751	-14.109495	-15.797641	-12.413254	-8.8651495	-16.209753
MLLT3	-12.608285	-14.181303	-11.766077	-7.1636267	-13.572213	-12.292373	-11.133466	-11.4869175	-11.772293	-8.103375	-12.7614975	-6.5160184	-11.582957	-12.224973	-8.177621	-11.347407	-13.106195	-9.753911	-9.675773	-4.7442727	-10.680849	-5.062689	-12.147628	-5.162319	-10.719206	-10.270505	-15.385984	-11.361672	-11.541988	-14.504609	-13.118655	-10.50579	-9.25816	-12.039584	-9.745506	-11.995031	-12.746048	-10.019963	-10.485084	-12.3006315	-12.426197	-11.332134	-12.378729	-13.519437	-6.703242	-8.69038	-11.029805	-11.122743	-13.251155	-12.0935335	-12.108149	-11.528568	-7.2667375	-12.524305
MLXIP	-1.7708377	-1.7606393	-2.0547538	1.0055522	-2.0578518	-1.7584299	-2.258711	-2.2901459	-2.6072142	-1.5112447	-1.7563428	-1.1432309	-1.9556531	-2.0209808	-1.3815634	-1.7669184	-2.0762024	-2.669092	-2.6589296	-1.3863218	-2.2291563	0.90756017	-2.438072	-0.9338347	-1.9066314	-1.3436998	-2.2635052	-2.2135649	-2.1803331	-1.6820978	-2.3684328	-1.691866	-2.0352552	-2.1008303	-1.9522774	-1.9288293	-1.5300865	-2.259865	-1.6881926	-2.3021228	-2.250786	-1.6935066	-2.1368215	-1.7416784	-1.2367035	-1.6595099	-1.6058894	-1.8433107	-2.1991	-2.3347728	-1.5180471	-1.9265386	-1.6335511	-1.9359015
MNT	-19.053679	-19.586098	-17.674932	-11.470714	-19.6238	-17.62887	-17.253134	-18.30711	-17.12499	-13.293261	-17.451218	-12.520861	-15.880059	-17.742426	-13.146679	-16.557953	-18.523682	-14.750007	-14.38099	-9.528366	-16.84639	-9.896865	-20.937265	-8.36093	-16.908724	-16.479565	-21.877045	-16.03162	-16.323751	-20.646664	-20.45649	-17.458328	-12.41172	-17.03681	-11.772641	-17.921602	-19.386366	-15.281406	-17.286287	-18.870659	-18.644163	-16.592304	-21.049938	-21.355593	-9.324801	-13.846079	-15.102908	-15.925628	-19.430822	-17.392065	-18.689909	-15.858925	-9.957074	-20.465467
MORC2	-7.2521987	-8.442756	-7.652448	-4.381978	-9.101971	-6.9943433	-7.032041	-7.9048986	-7.897043	-4.251777	-8.215547	-4.1550374	-7.626606	-6.6612177	-4.921959	-7.731817	-8.203824	-5.685541	-6.496936	-2.943436	-7.577251	-2.977025	-8.614253	-3.2337644	-6.410285	-7.189339	-9.451245	-7.5811987	-7.0532227	-9.748448	-8.380293	-7.8146057	-5.2315354	-7.872574	-4.806067	-7.319067	-8.060126	-6.797452	-7.605385	-8.715602	-8.221887	-7.2785044	-8.478801	-9.701535	-4.119681	-6.1339517	-7.253355	-7.7991157	-7.476895	-7.726882	-7.830215	-7.3450828	-4.1925445	-7.9720573
MPHOSPH8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTA1	-6.9293385	-9.190787	-6.6325355	-3.7312295	-8.616086	-7.0049086	-6.9649405	-6.8943954	-7.2426767	-4.1943088	-7.34581	-3.5975938	-7.654523	-5.8514595	-4.115321	-7.9955897	-7.172452	-5.3246965	-6.686162	-2.8914342	-6.3417783	-3.065162	-7.4616733	-2.1957183	-5.600211	-6.7364836	-8.6151	-7.732298	-7.18873	-8.863183	-7.831621	-7.665874	-4.2526073	-6.855214	-3.7560775	-6.777766	-8.097246	-5.792911	-6.533065	-8.930808	-7.500716	-5.9472985	-6.5850105	-8.472472	-3.7613769	-6.127592	-6.5911107	-6.7737923	-7.9334216	-8.113654	-7.18653	-5.5709395	-3.7346473	-7.881912
MTA2	-5.302189	-4.7359295	-4.791601	-4.158738	-5.534568	-4.5507464	-4.636398	-4.947237	-4.3846755	-3.3563669	3.5594058	-5.366052	-4.4608126	-5.392304	-5.4257965	-3.5985472	-4.25734	-4.7087464	3.6986825	-3.7535598	-4.374823	-4.470428	-5.828537	-3.4237337	-4.820899	-3.7981274	-4.885	-4.0734396	-4.4815965	-4.6229854	-5.068644	-4.275275	-3.7581656	-4.301153	3.4411898	-4.569242	-3.876899	-4.2931437	-4.9214044	-3.7949605	-6.5692124	-4.437267	-6.0729012	-5.3591485	-2.8811374	-3.1392877	3.5258565	-4.241747	-4.886525	3.5702646	-4.957168	-4.384046	-3.130639	-4.942292
MTA3	-9.479855	-10.311732	-9.159824	-6.0327706	-9.867923	-8.536002	-8.774882	-9.554361	-9.738253	-5.919763	-9.400734	-5.3669744	-9.15304	-8.467829	-6.4604754	-8.820522	-9.171816	-7.7428107	-7.92373	-4.430468	-7.846119	-3.882735	-9.63037	-3.511897	-7.9870367	-7.8400717	-11.016396	-9.017381	-8.540722	-10.398558	-10.737414	-9.60545	-5.5943866	-9.020598	-5.6730328	-8.967883	-9.954455	-8.034419	-8.899335	-9.6163645	-9.129843	-7.5746007	-9.740222	-10.343196	-3.8935225	-5.703252	-8.124402	-8.611191	-10.185144	-8.808081	-8.783544	-7.7683325	-5.246064	-9.860009
MTHFD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTOR	-7.9199576	-9.164892	-8.117119	-6.100883	-9.374678	-7.9631524	-8.012548	-8.723128	-7.3284674	-5.823945	-7.7773147	-6.262734	-6.8862977	-8.67953	-5.8013973	-7.2853847	-8.845068	-7.8716683	-6.3506055	-3.8797648	-8.216523	-5.418398	-10.125932	-4.7302127	-8.299312	-7.120555	-9.665088	-7.238421	-7.2059503	-8.969216	-9.08105	-8.647588	-6.5223136	-7.19618	5.661345	-7.6379805	-8.442665	-7.358238	-8.104579	-9.524229	-9.571399	-8.562572	-9.990689	-10.57516	-4.478564	-6.661896	-7.2782974	-6.1325655	-9.015537	-8.019041	-8.434807	-8.130189	-4.828504	-8.579071
MUC22	-12.753845	-13.369255	-12.323123	-7.80031	-13.59942	-12.574576	-11.312014	-12.219087	-12.088501	-9.373291	-11.989555	-8.1398115	-11.178576	-10.943078	-8.342779	-11.717787	-12.431067	-10.368386	-10.047146	-7.0040684	-10.967309	-6.4327903	-14.223444	-5.624138	-10.612922	-10.641639	-15.273467	-10.868455	-10.726247	-13.86924	-13.427645	-11.935989	-8.427084	-12.055046	-7.053727	-12.734659	-12.535866	-10.544121	-12.077598	-12.983282	-13.269211	-11.877206	-15.020354	-14.793782	-6.0912848	-8.805704	-10.6948	-10.612791	-12.74319	-11.918881	-12.834751	-9.91753	-7.4484787	-12.549022
MXD3	-10.356202	-11.489187	-9.807774	-5.812893	-11.142218	-9.528707	-8.711977	-9.5925455	-10.18418	-7.0556483	-10.619482	-5.14485	-9.473324	-8.928608	-6.939449	-10.575054	-10.316836	-7.178028	-8.355565	-5.015937	-9.510399	4.4190836	-10.925763	-4.153489	-8.65427	-9.613638	-13.018709	-9.242955	-9.044147	-11.912034	-11.028256	-9.752046	-7.286868	-9.686048	-7.0824175	-9.79899	-10.799471	-8.836829	-10.210686	-11.129692	-9.361194	-9.3905	-10.014392	-11.722376	-5.1493855	-8.326313	-8.561909	-9.1704	-11.04685	-10.587295	-9.909107	-9.36673	-5.44552	-11.3086605
MXI1	-17.730902	-18.421278	-16.671965	-9.312325	-17.688885	-16.1137	-15.556297	-16.017612	-16.251507	-12.140102	-16.189812	-10.910425	-15.918754	-15.308664	-10.020251	-15.976637	-16.379618	-11.868955	-13.7347	-7.289673	-14.596857	-7.786412	-18.857546	-6.8138967	-14.388352	-16.046753	-20.288893	-14.787231	-14.944985	-18.71835	-18.5918	-16.630753	-11.5934	-15.867269	-10.151906	-16.337135	-18.23771	-14.229479	-14.528541	-18.353098	-16.714468	-15.408896	-19.164366	-19.89802	-8.4524975	-12.496131	-15.093345	-14.66491	-18.305609	-16.355627	-16.394388	-13.621425	-9.077591	-17.622295
MYB	-16.97898	-16.254107	-14.988313	-12.811516	-17.797104	-15.973012	-16.328636	-17.358849	-12.441898	-13.642328	-13.8518915	-14.079982	-14.254637	-17.440008	-13.3639145	12.544266	-16.289623	-14.683163	12.6341	-9.852643	-15.063833	-10.286855	-17.465286	-10.010246	-17.281702	12.211725	-19.756855	-12.683236	-15.442467	-17.59456	-17.264801	-12.6125965	-13.4480715	-13.88403	-12.413508	-14.743242	-14.109093	-12.214149	-14.917494	-15.69814	-17.782173	-16.50386	-18.792036	-18.726997	-9.676093	-9.974825	11.544146	12.245778	-16.439804	-13.358296	-16.72978	-15.009837	-10.08056	-17.930494
MYBL2	-6.460042	-5.964223	-3.3742306	3.5060878	-4.2745	-5.195859	-3.95433	-4.6606436	-3.3593516	-5.5384502	-5.7664776	-3.4113433	-3.1672575	-4.214913	3.0900836	-5.554496	-6.564766	-1.8113979	-4.4294147	2.947434	-5.491289	3.2455816	-5.4551344	-2.5771446	-2.7919626	-6.5545278	-7.7338567	-4.612093	-3.0023386	-4.877341	-4.816818	-5.6820507	-5.3459797	-3.5543847	-4.4314437	-6.4896593	-6.4697113	-3.2735255	-1.9730686	-5.2156334	-2.9470181	-4.396709	-6.40492	-5.0494113	-3.0193343	-6.454323	-5.847742	-3.3805385	-3.8858838	-3.430001	-3.91298	-4.6214123	1.5685016	-7.2731266
MYC	-8.264643	7.9795623	13.934936	-9.029453	-9.444536	-7.920485	-7.8935485	-8.914016	14.309008	-9.264417	14.143863	-13.616693	13.86147	-9.930187	-7.657664	14.241352	-7.754427	-10.377804	14.586907	-6.540085	-8.676332	-8.248127	-10.617225	-8.253763	-11.850733	14.103969	-9.347044	13.514599	-7.165708	-7.268168	-9.800763	14.150578	-10.120941	13.498938	11.814808	14.570823	14.827624	7.4446416	-8.604624	-7.8555255	-10.531906	-8.934142	-10.942601	-10.709355	-7.074822	8.891821	13.840556	14.73363	-8.259023	13.802431	-8.79607	-9.507316	-5.0510488	-9.304792
MYCN	-11.765142	-9.2829075	13.624736	-10.443987	-14.139531	-11.047093	-11.04049	-12.934063	13.423299	-11.292492	13.437812	-15.137507	13.892104	-12.711075	-9.29364	14.318773	-11.80797	-13.041347	14.543754	-7.9396596	-12.817771	-10.324517	-15.551983	-9.192291	-14.988414	13.620763	-12.887145	13.19304	-10.602514	-11.224643	-13.931603	13.685685	-12.345306	13.121385	12.07928	13.985697	14.419193	-10.365706	-12.27859	-12.162704	-15.043194	-12.45198	-16.259684	-16.292515	-8.600003	-9.47683	13.471268	14.557386	-11.703257	13.819571	-12.9117775	-12.662083	-5.7070327	-13.772296
MYH11	-1.5771959	-1.249567	-1.481089	-1.150499	-0.69857055	-2.1849976	-1.538735	-2.830822	-1.5635319	-1.0781409	-1.4811488	-1.4407835	-1.4083554	-1.6324174	-1.7158544	-0.9457169	-1.8665061	-1.9924794	-1.0737488	-0.8233796	-1.8880438	0.88624823	-1.2397363	0.8583369	-0.97469574	-0.89686424	-1.4208717	-1.9346292	-1.3272365	-1.420146	-1.7995348	0.8650494	1.1581649	-1.4695557	-1.204208	0.76572	-1.1802264	-1.4472914	-1.5125741	-1.1944562	-1.5213832	-1.3325154	-1.6659888	-1.2736945	1.4063755	1.1590272	0.7086368	-1.1222233	-1.48439	-1.1956447	-1.6250198	-1.1408232	-0.9894145	-0.9442489
MYNN	-3.7662125	-3.2957454	-4.3377557	-3.1715126	-3.7876468	-3.4155889	-2.8819168	-3.8658664	-3.5696192	-3.117391	-3.8175905	-2.8962934	-4.0818224	-4.2283015	-2.5193794	-2.874204	-2.6270602	-3.3020067	-3.1450176	-2.5646286	-3.9717906	-2.7696912	-4.581144	-2.6817718	-3.8948436	-3.4525752	-3.935472	-2.846928	-3.681446	-3.1790612	-4.0223866	-3.342003	-3.373028	-3.0190256	-2.7635329	-4.480213	-3.8714447	-3.3020859	-3.4818914	-4.0917516	-4.6218596	-4.0596013	-4.50885	-4.91097	-3.3390124	-3.1505864	-3.9684553	-3.3320842	-5.3170652	-3.8515682	-3.8930423	-4.1431923	-2.4426646	-3.647384
MYOD1	-11.693401	-10.104578	11.501449	-10.542383	-13.968768	-11.558524	-11.026193	-11.913132	11.827921	-10.667731	11.373771	-13.6820545	11.866092	-12.997829	-9.563706	12.251035	-11.050748	-12.922601	11.801683	-7.7721577	-12.285737	-9.498353	-14.93518	-9.417419	-14.946099	11.724591	-13.699843	11.176664	-10.48933	-11.73471	-13.172136	11.686354	-11.83681	11.238757	10.906809	12.435765	12.142599	-10.936259	-12.780198	-11.891284	-14.665191	-12.212323	-16.257734	-16.023275	-8.258883	-9.254854	11.289187	12.175531	-12.421923	11.279067	-12.975929	-11.718033	-6.6882663	-13.42291
MZF1	-2.4573097	-2.7366476	-2.118788	-1.9619936	-2.520866	-2.3832173	-1.9875237	-3.2308843	1.6080992	-1.887487	1.6828078	-2.0176704	-1.9701964	-2.8509595	-1.8627578	-2.0900693	-2.716942	-3.1929753	1.9572445	1.7099739	-3.6497922	1.8263755	-2.5198514	-2.851078	-3.0128791	-1.8633873	-2.912302	-1.5527273	-2.1739693	-2.4579432	-3.0033479	-2.3568022	-3.125513	-2.0021079	-2.9896061	-3.2310672	-2.355565	-2.2370708	-2.6780229	-2.6637528	-2.7586648	-2.9749234	-2.727305	-2.7746568	-1.8137004	-2.6908438	-2.3704367	1.7778947	-2.5160959	-2.2563531	-1.8461574	-2.5195217	-1.3735018	-2.6249413
NAB2	-1.5629016	-0.7164855	0.64016896	-1.0256491	1.1577833	-0.63612425	0.71955067	-0.8326492	-1.1836791	0.71239537	0.69218206	1.3023726	-1.4030157	-1.6344744	-1.5386118	-1.2142017	0.8808465	-1.940978	0.7186065	-1.1982447	-0.7713305	-0.89858454	1.4665339	0.89680904	-1.0950311	0.63811404	-1.4841101	-0.655901	-1.0707196	-1.6890826	-0.9804402	-1.4840305	1.0448114	-0.90584034	0.54992175	-1.305001	-1.0923599	1.0271496	-1.1216986	-0.63826025	-1.6499599	0.783609	-2.3924525	-0.6388718	-1.0509421	1.0533087	-0.9617485	-0.7191237	-1.0380621	0.9318806	-0.86133015	0.68183255	0.94407916	-1.1487994
NANOG	-11.580616	-10.744598	-11.539402	-10.009609	-14.0128	-11.284757	-10.927808	-13.21771	11.091205	-11.341795	10.855917	-12.265437	10.738962	-13.661289	-8.197469	11.345608	-11.49132	-12.411958	11.191394	-5.9599614	-13.71504	-8.867504	-15.689019	-8.632324	-14.433485	10.901274	-14.70094	10.427397	-9.930465	-12.592137	-14.134745	11.115719	-12.763814	10.410953	12.139568	-12.458932	11.557573	-11.499232	-12.131907	-12.415216	-14.805995	-12.7738085	-16.99884	-15.604841	-8.518493	-10.544309	10.490252	11.19159	-12.162274	11.079706	-12.978969	-13.129109	-5.7502685	-13.884808
NBN	-9.576831	-10.624777	-9.490718	-5.6811333	-10.128564	-8.879628	-8.667807	-9.409534	-9.322674	-6.544572	-9.4881	-5.418331	-9.021034	-8.754001	-7.1573057	-9.471823	-9.805948	-7.495141	-7.9095535	-4.5185204	-8.990872	-4.214861	-10.226212	-4.4933376	-9.329697	-8.988031	-10.87683	-8.38418	-8.951266	-10.530488	-10.148271	-9.475896	-7.1046453	-8.236981	-6.1897655	-9.294439	-10.196143	-7.998514	-9.178401	-9.268047	-9.853664	-9.06282	-9.907923	-11.072835	-4.6524224	-7.4689465	-7.7586784	-8.816128	-10.046985	-9.070713	-9.126366	-7.8395457	-5.182062	-9.450131
NCAPH2	-4.745282	-5.267025	-4.02116	-3.062693	-5.317178	-4.6479325	-5.3731713	-4.942099	-4.4001517	-3.471318	-4.925742	-3.579161	-3.66036	-4.6720605	-3.4331143	-4.7467275	-4.7486506	-3.7688313	-3.9422185	-2.8010027	-3.9976974	-2.9683917	-5.8786383	1.7263805	-4.2215834	-4.524622	-5.4662743	-3.986829	-3.770639	-5.1895094	-5.394672	-4.8078976	-2.9908483	-4.528842	-3.4172683	-5.4456105	-5.3225007	-4.4573903	-3.8105507	-5.402546	-4.998902	-3.5271935	-6.1716146	-6.433925	-3.3771694	-3.9892344	-4.889476	-4.369769	-4.889793	-4.768932	-4.656235	-3.2422857	-2.9418724	-4.8122034
NCOA1	-14.527239	-15.062191	-15.020589	-10.329112	-16.622828	-13.644736	-13.474012	-15.564705	-12.610173	-11.001163	-12.927931	-11.098699	-13.929093	-14.485263	-10.991509	-12.744686	-14.856956	-13.141341	-11.69421	-8.163863	-13.956133	-8.169665	-16.83474	-7.56667	-13.732748	-12.229628	-16.64499	-12.300719	-13.050088	-16.172491	-16.73234	-12.7980795	-11.091079	-12.65089	-9.413879	-14.471962	-15.167945	-13.201945	-14.14648	-15.079336	-15.721711	-13.867696	-17.182117	-19.397781	-7.886003	-10.674873	-11.722968	-11.717514	-16.162645	-13.594139	-16.102104	-12.390898	-8.74213	-15.786902
NCOA2	-0.7767788	-0.72317135	-1.1612569	-1.193042	-1.3557484	-1.8096434	0.8166692	-0.87882483	0.9323813	-0.7891456	-1.5437791	-1.0314454	-1.2088625	-1.5486137	-1.5793669	-0.89500564	-0.8066524	-1.509202	-1.6424378	-1.0713754	1.2350433	0.6619148	-0.973558	-1.0800966	1.0896745	-0.96701026	-0.99746776	-1.0867369	-1.166643	-1.3068632	-1.4594632	0.8757374	1.1230032	-0.9712626	-0.87168896	-0.9627245	0.88247347	-1.2649177	-0.98652226	0.83355457	0.97068566	-1.3703171	1.1958767	0.8857951	-0.80795294	1.5201269	-0.72609127	1.2233303	0.9724886	-1.206532	-0.98514205	-0.98264045	-0.91070926	-1.3891938
NCOA3	-3.2628438	-2.4664922	-2.9753542	-3.1045039	-2.6713846	-2.755185	-3.3468637	-3.5605702	2.5072973	-2.2731328	2.5344424	-3.6947148	2.6313345	-2.868425	-2.8437624	2.7917821	-3.1479251	-3.960742	2.6519809	-2.4243834	-3.473253	-2.0969136	-3.198184	-4.2477007	-2.8652723	2.636715	-3.4650643	-2.4498296	-2.5616174	-3.3024821	-3.1463919	2.718662	-3.5586736	-2.529906	3.2097216	2.6467793	-3.1335568	-2.7477345	-3.843894	1.8209019	-3.6711633	-3.4459171	-4.4381514	-3.355004	-2.007395	-2.6076655	2.5167508	2.552199	-2.4953387	2.5274231	-3.6932683	-3.902679	-2.1188405	-3.1325119
NCOA4	-2.952329	-3.5671387	-3.5777233	-2.7036493	-4.122364	-4.228169	-3.5493088	-3.9906976	-3.9819958	-1.7413791	-3.0657659	-2.7848306	-3.9717271	-3.1692467	-3.1608782	-2.834561	-3.5559366	-2.7618256	-3.1339116	-1.5629174	-2.8786898	-1.6615607	-3.0899684	1.5049069	-3.3587637	-3.1901968	-3.7850304	-3.2695136	-3.3748255	-3.852364	-2.9680762	-2.940623	-2.185691	-3.911252	-2.3897748	-2.9758706	-3.220621	-3.569368	-3.857539	-2.746806	-3.7327476	-1.9974797	-4.234728	-3.9891458	1.5927132	-2.7612884	-2.3947146	-2.8582692	-4.293067	-3.3018386	-3.5374844	-1.563214	-2.6546016	-3.5133364
NCOR1	-17.75367	-18.093294	-16.617138	-12.337941	-18.887777	-17.23878	-17.368877	-18.82121	-15.215673	-13.387618	-15.317978	-13.085594	-15.692034	-17.31794	-14.12264	-14.2270775	-17.940762	-15.551409	-12.116892	-10.1433325	-16.739735	-9.566718	-17.969805	-9.700443	-17.618221	-14.380687	-21.86648	-15.194869	-15.911967	-18.820347	-19.07187	-14.772069	-13.233945	-15.208237	-11.14453	-16.291183	-16.78388	-14.130753	-17.412798	-17.056604	-19.125858	-16.152927	-20.729473	-20.259464	-9.51991	-11.552648	-13.155037	-14.86433	-18.613787	-15.156163	-18.325762	-14.942869	-10.511463	-19.733896
