Gene	TCGA-19-4065	GLSS-HF-B972	GLSS-19-0266	GLSS-MD-0023	GLSS-HF-6658	GLSS-CU-R019	GLSS-HF-2548	GLSS-HF-3050	GLSS-19-0268	GLSS-SM-R093	GLSS-19-0271	GLSS-CU-R004	GLSS-19-0273	GLSS-SM-R063	GLSS-CU-P102	GLSS-19-0270	GLSS-MD-LP04	GLSS-MD-0022	GLSS-19-0272	GLSS-SM-R103	GLSS-SM-R080	GLSS-SM-R066	GLSS-SM-R088	GLSS-MD-0035	TCGA-06-0125	GLSS-19-0274	GLSS-HF-57AE	GLSS-19-0267	GLSS-HF-EE74	GLSS-HF-6504	TCGA-06-0210	GLSS-19-0277	GLSS-SM-R060	GLSS-19-0276	GLSS-SM-R068	GLSS-19-0278	GLSS-19-0280	GLSS-HK-0003	GLSS-CU-P069	GLSS-HF-DF35	GLSS-CU-P055	GLSS-MD-0042	TCGA-14-1034	GLSS-CU-P003	GLSS-SM-R064	GLSS-SM-R083	TCGA-19-0957	GLSS-19-0275	GLSS-HK-0001	GLSS-19-0269	GLSS-CU-P046	GLSS-MD-0026	GLSS-SM-R065	GLSS-HF-9A7A
GATA4	-14.161826	-13.752788	-13.260531	-10.717172	-15.64052	-13.56359	-13.136738	-14.671795	-10.8833065	-11.125591	-11.050373	-11.8231535	-11.223495	-14.747023	-10.317468	10.718404	-13.292991	-14.061526	10.803983	-8.196275	-15.0185585	-9.076626	-16.55728	-9.495988	-14.238398	-11.566939	-17.217678	-10.80243	-12.375701	-15.437447	-16.722435	-11.14136	-13.047001	-10.630583	11.787836	-13.52459	-13.522812	-11.718009	-14.585314	-15.178228	-16.024141	-14.663961	-17.549288	-16.806637	-8.564825	-11.515866	-11.004309	10.56514	-15.102389	-11.593697	-15.347034	-14.847462	-7.8458056	-15.166812
GATA6	-9.7776785	-9.119775	-9.5513315	-8.769344	-10.778717	-8.739502	-8.931225	-11.039641	8.081918	-7.8631034	8.191736	-9.653856	8.010566	-11.270367	-8.270231	8.467874	-9.358831	-10.549783	8.562118	-5.7390428	-10.977917	-6.364303	-11.505877	-7.4020686	-11.795935	8.210692	-12.364878	7.772667	-8.257506	-10.001688	-11.396872	8.01022	-10.5248165	7.687834	9.05185	-8.710956	-8.559971	-8.505396	-10.292677	-9.832767	-10.861281	-10.933525	-12.272021	-11.925169	-6.220239	-8.055789	7.7891297	8.478389	-10.315832	-8.114185	-10.771134	-10.961657	-5.6007614	-10.67274
GATAD1	-14.629234	-16.939175	-13.846731	-8.088043	-15.895782	-13.5946	-13.313051	-14.019998	-14.193185	-9.522779	-14.9180565	-7.7534046	-14.195728	-13.308477	-9.0107975	-14.656711	-15.381541	-10.581995	-12.721616	-6.4108686	-12.340194	-5.496016	-15.441732	-5.7218575	-12.540223	-13.613507	-18.313776	-13.678375	-13.598673	-17.014786	-16.152668	-15.094755	-8.952943	-13.246066	-8.919166	-14.546184	-16.358442	-12.67463	-13.348764	-15.53028	-14.269982	-12.268419	-15.850017	-16.476927	-6.923958	-10.595232	-12.679674	-13.612611	-15.314204	-14.593291	-14.755288	-12.176322	-7.505227	-15.668422
GATAD2A	-14.832586	-13.299623	-13.625836	-11.626441	-15.850683	-13.92413	-13.732988	-15.273281	12.046911	-11.482614	11.966151	-14.25995	11.994611	-15.256201	-11.520705	12.463971	-13.269386	-14.374573	12.454785	-9.347916	-14.626158	-10.395976	-17.652824	-10.152	-16.865108	12.111828	-17.200994	11.440742	-12.508013	-15.358112	-15.805731	11.852814	-12.939744	11.375157	12.338232	-14.279763	-13.503837	-12.682046	-15.557545	-15.68606	-16.87517	-15.104954	-18.621899	-18.495466	-8.992553	-10.931789	11.666479	12.589983	-14.908029	12.180636	-15.938504	-14.484316	-8.252472	-15.776335
GATAD2B	-14.266672	-12.702074	-13.620018	-11.548268	-16.133076	-13.084522	-12.993192	-15.12369	-10.841675	-11.7334175	10.991725	-13.452427	-12.276172	-15.182922	-11.467444	11.369839	-12.871468	-14.085883	11.462881	-9.073783	-14.226915	-9.5682125	-16.395754	-9.914049	-16.101324	-11.535373	-17.125921	-10.503987	-13.386971	-15.477074	-15.271542	11.363809	-11.931311	-10.858257	11.076576	-14.077446	-13.14578	-12.093752	-15.126444	-14.140663	-16.234484	-14.267069	-18.07703	-17.883438	-8.823612	-10.49227	10.674263	11.531922	-14.440923	-11.523331	-15.388491	-13.756035	-7.6533127	-15.303056
GFI1B	-11.551317	-11.877544	-10.067245	-5.703595	-11.907265	-10.171392	-9.444602	-10.245446	-10.432522	-7.637137	-10.2911	-6.551783	-10.487463	-10.624715	-6.9480777	-10.061795	-11.5891	-8.213981	-9.112056	-4.8805947	-9.894314	-5.2621856	-11.94236	-4.8672204	-9.168328	-10.165549	-12.780084	-9.943847	-10.192834	-12.623312	-12.150758	-10.781991	-7.6036854	-10.06328	-7.791334	-10.503583	-11.963976	-9.012191	-9.427454	-11.705593	-10.354897	-9.968096	-12.007641	-13.03197	-6.086646	-8.635257	-9.403551	-9.700507	-11.110854	-10.753026	-11.24292	-9.6318245	-6.578677	-10.640335
GFI1	-4.299579	-3.2856135	-3.7978623	-3.2068617	-3.8529077	-3.9424744	-3.013774	-3.866326	-2.507589	-2.7134285	-2.5042713	-3.647492	-2.8558424	-4.610285	-2.9889767	2.1586487	-3.7235553	-3.5483818	-2.368356	-2.3935707	-3.2138193	-2.5954127	-3.3056867	-3.1311715	-3.6870198	-2.3415117	-4.441051	-3.0656576	-4.5759397	-4.0305395	-3.267403	-2.4066918	-3.1513696	-3.3333175	-3.3576982	-3.841709	-3.4821944	-1.9936867	-3.4001427	-2.7790728	-4.7798257	-3.2262006	-4.008047	-4.029209	-1.4233367	2.1803224	-2.7453752	-2.9225218	-3.6230402	-2.8804069	-3.400076	-4.305244	-2.0448606	-3.5784364
GLI2	-0.81391406	-0.8936652	-0.67883074	0.6642045	-0.66826415	-0.9232432	1.4072847	-0.6802773	-0.7379897	0.76637954	0.75410646	0.9241413	-0.8392898	1.136768	-1.1924286	-0.9032003	1.1010987	-0.7205663	0.7405793	0.6792152	-1.1275028	-0.5358681	0.9733315	-1.7313411	-1.3273138	-0.9810045	-0.5756693	-0.73404443	-1.0028905	-0.8691926	1.0402608	-0.833791	1.004727	-0.761301	-1.2591982	-1.1674757	-0.7740405	-0.9101107	0.93938124	-0.8106053	1.1865817	-0.58018273	-1.2419684	-0.7960501	1.1019989	-0.8675343	-1.2309014	-1.3698376	-1.3352983	-0.8507775	-0.9516616	-0.72738	-0.80486554	-0.9816257
GLI4	-2.462777	-3.6508703	-2.4535394	-1.772238	-2.7733207	-2.1476543	-2.3883274	-1.922477	-2.7259595	-1.8238349	-3.0893726	1.1254408	-2.7942605	-3.0422733	-1.5488257	-1.940182	-2.0385842	-2.0759974	-2.5671878	-1.5055208	-2.194789	1.1510967	-1.9006828	1.7921982	-2.7607532	-2.3849983	-2.461007	-2.5416641	-2.7041016	-2.391641	-2.4032428	-2.6072	-1.5078889	-2.3566017	-1.5414712	-2.0974023	-2.572127	-2.1339793	-2.0492954	-3.0812657	-2.844921	-1.7745912	-2.2320795	-2.9013803	-1.7011795	-1.4525108	-2.2753432	-2.6539373	-2.891264	-2.844532	-2.570195	-2.348074	-1.5815208	-2.7296245
GLIS1	-9.661166	-7.9861975	-9.2042465	-8.487946	-10.305047	-8.869925	-9.297563	-9.637793	9.122562	-8.29652	9.184646	-12.013564	9.192813	-10.043098	-7.8419604	9.757205	-8.763275	-10.73832	9.661299	-6.8264227	-9.361457	-8.537486	-12.425209	-7.297262	-11.548381	9.248454	-10.885642	8.819548	-7.941483	-8.660949	-10.121995	9.20851	-8.587538	8.919748	9.264247	-10.000314	9.755415	-8.5673275	-9.794537	-9.544965	-11.677658	-10.094199	-13.983512	-13.333018	-6.2583814	-7.34388	9.060682	9.722292	-9.010263	9.017323	-10.563957	-9.318307	-4.359628	-11.017475
GLIS2	-2.4236522	-1.8002275	-1.6266433	1.8812506	-1.7647638	-1.5340178	-2.1762106	-1.389001	-1.4184431	-1.795261	-1.366825	-1.7918684	-1.5974399	-1.822331	-2.0729566	-1.5951079	-1.9553502	-1.7250941	-1.4600773	-0.9643662	-2.0922267	1.1256459	-2.3403187	-0.57492423	-1.7349491	-1.2606217	-2.7431269	-2.100436	-1.2940701	-2.0625858	-2.4073708	-1.8009064	-1.5987176	-2.0309174	-1.5837793	-1.5990514	-1.8758519	-1.3185602	-1.5430328	-1.4861836	-1.614962	-1.7015083	-2.0452163	-1.7027647	-1.3585576	-1.6131202	-1.3216985	-1.5717092	-1.8239105	-1.8213676	-1.760792	-1.3679584	-1.045953	-2.0978456
GLIS3	-1.436532	-2.1495192	-1.6587313	-1.3956033	-2.155313	-1.8904254	-1.592376	-1.5555712	-2.2934349	-1.8773853	-1.6792749	-1.2618166	-1.6399626	-2.2368803	-1.8786036	-1.4726467	-2.9898684	-1.3939239	-1.5286304	-0.6036317	-1.7292625	-0.9294725	-2.1318986	1.5149832	-2.0295758	-1.426074	-2.3058705	-1.8761182	-1.7571594	-1.9023223	-1.9684185	-2.2408655	-2.1353152	-2.0205035	-1.5276408	-1.9007971	-1.9918401	-1.1559507	-1.2713693	-1.1949959	-1.5890263	-1.3608426	-1.524916	-2.5567153	-1.0287312	0.81288886	-1.4661512	-2.2522554	-2.8140156	-2.1216974	-2.298037	-1.7481735	1.1704752	-2.320177
GMEB1	-8.148868	-10.244454	-7.4746037	-3.884408	-9.551912	-8.485533	-8.018317	-8.965837	-8.221438	-5.984145	-8.47978	-2.7634761	-8.460219	-7.9351177	-4.427607	-8.193692	-8.613587	-5.82589	-7.1870236	-3.3086913	-7.078505	-3.3614297	-8.387107	-2.802576	-7.160529	-8.318181	-11.092959	-8.335571	-9.169408	-8.826333	-9.079368	-8.534306	-6.202332	-8.192865	-5.5385647	-8.17526	-9.294521	-7.061268	-6.9358654	-9.995644	-8.0044365	-6.718569	-7.9439144	-9.389762	-4.911763	-7.2026305	-7.4571805	-8.239571	-9.785786	-8.821543	-8.14031	-7.6758137	-4.5514197	-9.150538
GMEB2	-15.640549	-18.050493	-14.942124	-7.7511473	-16.942575	-15.293839	-14.7150135	-14.709874	-16.118795	-10.898003	-16.144447	-7.8118634	-15.476821	-13.98648	-9.181634	-15.186199	-16.808311	-10.92894	-13.472652	-6.4996634	-13.672165	-6.3089924	-17.031487	-6.0005503	-12.758838	-14.839776	-18.766718	-15.350097	-14.648057	-18.221117	-16.270433	-16.583881	-10.190898	-15.351583	-10.385108	-15.252633	-17.4731	-13.238429	-14.450632	-16.651684	-14.749423	-14.698097	-16.488869	-18.738735	-7.828536	-12.262914	-14.092623	-14.579275	-16.718725	-16.789968	-15.0805025	-13.9514065	-8.953364	-16.539656
GREB1	-1.2925577	-1.5908775	-1.7290449	-1.7554864	-1.5386564	-1.7530555	-2.164966	-1.2126285	1.5765438	-1.9221867	2.2789948	-2.5618398	2.0700803	-1.7061267	-1.6352762	1.5584038	1.466156	-2.2688546	2.181008	-1.3859745	-1.5100347	-2.910854	-1.6017866	-2.6317747	-1.9786566	1.5171126	-1.9498	1.3442062	-1.1866853	-2.3262155	-1.9371873	1.7291607	-2.115421	1.6829325	1.793084	1.8174133	1.9055523	-1.8592207	-1.9108684	1.3947773	-1.9083941	-1.9761312	-2.7808282	-2.1666384	0.9087915	1.88344	1.4494351	-1.6884518	-1.653303	1.7158766	-1.5187502	-1.1238233	-2.1877306	-1.9359468
GRHL2	-10.869857	-10.883899	-11.086219	-10.246388	-12.091268	-11.36106	-10.567956	-12.291721	8.8345	-9.081664	8.977112	-10.651834	-9.228301	-12.305346	-9.299501	9.257119	-10.385626	-11.601893	9.558559	-7.606343	-11.19819	-7.595839	-12.7604475	-8.917307	-12.418565	9.046441	-13.126188	-8.551194	-9.847732	-11.653786	-12.034232	8.6886835	-9.80145	-8.597291	9.107459	-11.1235485	-10.303719	-9.347956	-11.780622	-11.060363	-13.008318	-11.873684	-14.61307	-13.827862	-7.300693	-8.1641655	8.742093	9.231168	-11.851606	-9.194243	-11.849763	-11.05875	-6.6565914	-12.296525
GRHL3	-1.131187	1.9268368	3.4034765	-3.3740263	-2.3747668	-1.4037426	-1.9110942	-1.5560778	3.4640977	-2.3229027	3.352439	-5.3848433	3.490247	-1.6504419	-2.572522	3.5173783	-2.015978	-2.9418344	3.64272	-3.4636114	2.2677221	-4.165886	-2.0163305	1.728313	-1.7280778	3.6768916	2.248395	3.2024813	1.809664	-2.1864803	-1.7303942	3.54403	3.0667677	3.2911527	3.772474	3.489812	3.7410486	-2.059545	-2.1861799	2.0758893	-3.8857355	-1.2627314	-2.9229608	-2.6879084	-1.525532	3.048328	3.235887	3.549787	-1.7439188	3.4265246	-2.0693371	-1.6315624	-1.2481977	-2.307749
GTF2F1	-18.607578	-19.758339	-17.202213	-11.229981	-19.499374	-16.83523	-15.929503	-18.736988	-16.959568	-12.54319	-17.169706	-11.15927	-16.418392	-17.474052	-12.774871	-16.989262	-17.965628	-13.581752	-14.388489	-8.232865	-17.231945	-8.075002	-19.761557	-8.1564665	-15.981913	-15.791653	-22.567701	-16.949352	-17.118645	-21.42005	-19.771242	-17.836426	-13.671562	-16.395288	-12.762419	-18.117514	-19.605797	-15.013936	-16.967901	-17.795591	-17.365976	-16.24132	-19.8721	-21.259735	-9.280291	-13.051045	-15.078844	-15.645545	-19.17526	-17.48992	-18.093391	-15.876352	-9.171463	-19.479883
GTF3C2	-5.147953	-4.9661508	-4.456279	-2.9433308	-5.455462	-4.924993	-4.3817883	-4.652833	-4.754756	-3.4827788	-4.5379696	-2.7964365	-4.329045	-4.612311	-3.295143	-5.382269	-4.729329	-4.514465	-3.9366062	-2.7522268	-4.091523	-2.1250107	-4.3700476	-1.7661155	-3.873704	-4.92297	-5.393712	-4.3716564	-4.3048415	-6.0409265	-5.360586	-5.4937654	-2.9004636	-4.884197	-2.8168125	-4.538969	-6.0402393	-5.237928	-4.6132097	-4.3635707	-4.554067	-4.780606	-5.34338	-6.5632668	-2.5600643	-3.4504025	-4.6383395	-3.8472373	-5.011429	-4.5835824	-4.8664694	-4.296359	-2.6703424	-5.610161
GTF3C5	-5.6258335	-5.8165226	-5.0435567	-3.6027324	-6.142837	-6.1757827	-4.8254547	-5.912052	-4.6374106	-3.6151035	-4.836467	-5.2819123	-5.290585	-5.5196886	-3.5937	-4.885742	-4.953618	-4.9388413	-3.59515	-2.1271636	-5.677237	-2.6251633	-6.1331778	-2.7582068	-5.529121	-5.175144	-6.926674	-5.9061723	-5.391017	-6.264075	-6.3495984	-5.3584914	-4.150165	-4.562537	-3.6207893	-4.8026853	-6.075055	-4.9448085	-5.5831976	-6.8462124	-5.696534	-5.4300942	-7.0642467	-7.1999474	-2.890305	-3.1164012	-4.8634877	-4.034717	-6.059021	-4.609014	-5.234539	-5.2646494	-2.8256872	-6.3327622
H2AFZ	-12.811093	-12.625641	-12.891843	-11.298046	-14.638189	-13.247527	-13.8046055	-14.38476	10.862133	-11.599628	11.217352	-12.528993	11.463878	-14.395836	-11.36836	11.909944	-12.429487	-13.669347	11.781114	-8.5436735	-14.453871	-8.92949	-15.684157	-9.50905	-16.101145	11.261196	-16.037731	10.850935	-11.977515	-13.010209	-15.383973	11.025316	-12.809412	10.836014	11.6179	-12.970182	-12.478602	-11.239983	-13.377603	-13.85858	-15.047672	-13.518089	-18.30061	-17.130854	-9.264169	-10.439297	11.106488	11.739566	-13.736205	10.887188	-14.021497	-12.949592	-7.9124203	-15.313837
HAND1	-1.1065254	-1.2437469	-1.5371882	-1.4833888	-1.5615468	-1.7237213	-1.1393834	-1.5226527	-1.5351695	-1.1574646	-2.0761433	-1.2133396	-1.6879432	1.575822	-1.13348	-1.4756975	-1.2130699	-1.2623041	-0.9137851	1.4205471	-1.2841195	0.9261388	-0.8963609	1.9921606	-1.2281405	-1.3806742	-0.88103163	-1.3907757	-1.4569166	-1.5080235	-1.6407331	1.3153626	0.8223796	-1.0361314	-1.6786048	1.268009	-1.9265866	-1.8986392	-1.1439072	-0.7749598	-1.1836869	-0.8585849	-0.88343036	-1.9800106	1.4212464	-1.254795	0.67331916	-0.8244641	-2.119497	-1.2076777	-1.0653389	-1.4520512	1.357639	-1.2367345
HAND2	-2.6726618	-2.616019	4.0723524	-3.6468494	-4.364171	-3.5664334	-2.6488724	-3.2818112	4.131923	-3.5366464	3.9266028	-5.469431	3.8105583	-3.9238744	-3.2560797	4.0568585	-3.2566795	-4.5381494	4.2555623	-2.0546327	-4.014825	-3.8556175	-5.324586	-4.19883	-4.6022573	3.866146	-3.6898854	3.7801573	-3.2835984	-3.3355105	-3.6785161	3.9010534	-3.3585367	3.8287332	4.126466	4.141159	4.1006064	-3.3598516	-4.7264714	-3.3118083	-4.822673	-3.9777007	-5.182749	-4.2421556	-2.0793457	-3.0751994	3.7181168	4.267124	-3.2485077	4.2430844	-3.2140253	-4.357483	-2.1658716	-4.0024676
HBP1	-7.3656616	-8.879736	-7.229656	-3.161317	-7.7007675	-6.930735	-6.362407	-6.802571	-7.083906	-5.2482166	-7.254413	-3.1116982	-7.323894	-6.521656	-4.1049175	-6.3651567	-7.6830034	-4.7532096	-6.269975	-3.1200786	-6.9692335	3.750645	-7.3332405	-2.9115663	-6.9112067	-6.0498605	-8.911869	-6.6593094	-6.5681567	-8.123638	-7.5530076	-7.2130013	-5.593359	-7.075027	-5.482066	-6.769829	-7.039489	-5.626086	-5.960541	-7.2265863	-6.4872317	-6.0354943	-7.250751	-8.102887	-4.4143696	-6.4499536	-5.442283	-6.159987	-8.060765	-6.963028	-7.244802	-6.7237988	-3.4682624	-7.827631
HBZ	-0.7314532	1.3171726	-1.6089702	-1.7252218	-1.0328571	-1.4891002	0.8964927	-1.3826032	-0.76361144	-0.9589041	1.1845261	-1.8537374	-1.411174	-1.2229891	-0.94801635	0.8406758	-1.1828029	-1.2485279	0.9913552	-0.884766	-1.347827	-1.0801837	-1.5523612	-1.93682	-1.3065153	0.7963046	-1.4532104	0.69430715	-0.70998985	-1.2226465	-1.095718	1.253698	-0.8787144	1.1214164	-1.1697657	0.8341954	-0.850502	-0.75218225	-1.3804063	1.1634041	-1.5887445	-1.2548754	-1.4035127	-1.0505022	0.63712084	1.4655005	1.0206951	0.6832791	-1.4813988	0.6667376	-1.3878031	-1.4705933	-1.1947969	1.9201994
HCFC1	-22.300415	-25.78332	-21.186073	-12.529423	-24.004927	-21.033184	-21.044926	-21.864494	-21.798342	-14.80223	-22.075453	-11.827053	-20.7676	-21.13046	-14.011446	-21.229042	-22.020418	-17.044788	-18.874426	-10.333757	-18.915142	-10.092789	-24.122963	-9.386633	-19.74464	-20.95636	-27.476576	-19.809654	-20.288336	-24.839293	-23.995638	-22.018438	-14.334023	-21.706644	-14.15518	-21.944584	-24.153658	-18.823828	-20.587309	-24.092405	-22.218994	-19.59752	-22.552744	-26.379787	-11.760696	-16.775621	-19.013288	-19.366537	-24.111849	-23.400528	-22.177406	-19.699757	-12.638043	-23.02611
HDAC1	-19.647211	-19.326643	-18.127209	-12.605598	-20.255573	-18.1272	-18.09539	-18.835205	-16.453787	-14.232227	-17.683565	-13.990192	-16.59758	-18.737837	-13.603221	-15.867462	-18.173744	-15.877991	-13.712199	-10.189028	-17.203852	-10.415719	-20.41146	-10.01468	-18.230274	-15.500701	-22.476309	-15.716111	-16.43287	-20.197289	-20.045246	-17.263092	-13.923553	-16.447536	-12.125081	-18.022665	-18.85233	-14.9362	-16.68064	-19.111948	-18.887579	-16.669361	-21.364843	-21.848637	-10.237853	-13.104962	-15.430659	-15.241468	-19.571012	-16.69985	-19.163345	-16.037737	-10.241499	-20.991394
HDAC2	-12.58564	-11.306511	12.949497	-11.465419	-15.510771	-12.5240555	-12.500189	-14.035316	13.061165	-12.252946	13.106053	-15.0055485	13.4076395	-14.296593	-10.669427	13.943113	-12.8602915	-13.998126	14.033158	-8.176886	-13.418757	-10.081019	-16.475136	-9.08588	-15.771004	13.18279	-14.830994	12.439926	-11.284175	-12.691485	-14.865565	13.276791	-12.983988	13.096222	12.446835	13.93977	13.7150345	-10.976392	-13.248011	-12.4906435	-15.927712	-13.618856	-17.473537	-16.945766	-8.569228	-10.096014	12.956594	13.7942705	-13.033414	13.518992	-13.510129	-13.09746	-6.9137516	-14.55509
HDAC3	-0.54755014	0.9851447	-0.72742486	-1.3477166	-0.6830502	-0.69745094	-1.2729656	1.2383629	-1.0050155	-1.1998823	-1.0611433	-1.0378826	1.3572849	-1.382742	-1.0680689	-0.7296504	0.48947048	1.231095	0.6734416	1.1810682	-0.8493282	-0.9152325	0.6838201	-1.610831	-1.147806	0.89373124	-0.91749525	-0.8340415	0.48638418	-1.0877278	-0.96603054	0.79947746	-0.8548485	0.7899634	-0.99154615	-0.68484396	0.89548624	-1.3107599	-1.3111848	0.7942267	-1.4994239	-0.780829	-1.1775597	-0.928071	-0.6592429	-1.672106	-0.75254834	-1.0939122	-0.681157	1.2560709	-1.1374748	-1.1818641	1.4996741	-1.1311251
HDAC6	-6.875002	-8.100925	-7.4768815	-5.072791	-8.616369	-7.8160753	-7.566649	-6.8511024	-6.1878834	-5.365386	-6.294643	-5.790928	-6.414477	-7.093112	-5.7399325	-7.421948	-8.541916	-6.1879044	-5.9297547	-3.545098	-6.827254	-3.7444687	-8.768897	-3.1149392	-7.1326	-5.5821323	-9.718372	-6.5979357	-6.6437635	-8.562871	-7.607071	-6.9166512	-5.6238623	-6.0207553	-5.834596	-6.6916237	-7.5590134	-6.0742035	-6.9157276	-7.716409	-8.323624	-5.8994856	-8.2281275	-8.755814	-4.2019644	-5.196696	-6.7896695	-6.614344	-8.0434	-5.946934	-7.73176	-8.265219	-3.805311	-8.115716
HDAC8	1.0166427	-0.9426588	0.6606614	0.57713205	-0.41824967	-0.90666956	-0.99043906	0.931199	-1.3701212	0.7526561	-1.0142123	-0.9654557	-0.5988248	-1.427491	-0.61156404	-1.1110438	-1.1608422	-1.0853891	-1.418548	0.61954945	0.8112211	0.9187323	-1.0419809	1.0195383	-1.1641068	0.761884	-0.57296157	0.84352845	0.8791418	-1.0195353	-0.81783354	-1.3103846	-0.9058468	-1.3377551	-1.1187841	1.5148293	-0.66320574	1.0561583	-0.72755194	-1.1648881	-1.0795872	0.6473601	-1.1691751	-1.3678826	0.96185774	-1.053969	-1.4330404	1.2312509	0.543205	-1.0448983	-1.3130913	-0.9712841	0.6639273	-0.97677267
HDGF	-4.5127068	-4.244601	-3.6388652	-3.60064	-4.007462	-3.4940774	-3.7422576	-4.217452	-3.6613927	-3.5005207	-3.3316045	-3.8245564	-3.5817537	-3.3591878	-3.756476	-3.7209642	-3.740735	-4.369331	-3.4056313	-2.640046	-2.5964036	-4.13352	-3.948543	-1.6770334	-3.8189266	-2.8017993	-3.8576286	-3.9723701	-3.867658	-4.3302803	-4.131235	-3.208727	-2.016051	-4.352015	-1.6970692	-3.2018142	-3.0631363	-3.8296022	-3.5516589	-3.1555903	-4.510936	-2.8646133	-4.6391425	-4.0772357	-1.796882	-1.6653905	-2.820845	-3.2217674	-3.321336	-2.9245026	-4.1368284	-1.9699122	-3.032055	-4.0958776
HDGFL3	-5.2297325	-3.7803097	4.4602475	-4.9630666	-6.0378003	-3.8721128	-4.6734605	-3.9780161	4.583738	-4.152127	4.803822	-7.534075	4.707332	-4.352315	-5.417448	4.954458	-3.92643	-5.1102686	4.9805126	-4.58059	-2.8838186	-8.306644	-6.3435926	-3.1579707	-4.564532	4.7362456	-4.005933	4.421058	-3.7148376	-4.562131	-4.783458	4.8787975	-2.9122446	4.6357727	3.634483	-5.1161895	4.9664717	-4.62486	-5.432301	-4.0396237	-6.267444	-3.0732486	-7.2486196	-6.7720227	-3.1996725	2.8894002	4.511858	5.026837	-4.501338	4.8140936	-4.756163	-3.0256393	-3.3354557	-4.506631
HES1	-5.3530436	-5.3289256	-5.2673264	-2.9703217	-4.988889	-4.577211	-4.4436975	-4.764326	-4.6737432	-3.5119975	-4.1966257	-3.597077	-4.821696	-4.413216	-3.741041	-4.623462	-4.907819	-4.4547415	-3.2213147	-2.6693125	-4.510196	-2.429901	-5.726117	-2.340539	-4.1373463	-4.344026	-5.7121515	-4.581441	-4.320173	-5.264084	-4.85798	-4.1133714	-3.768106	-4.226007	-2.9639602	-4.5187855	-4.6465607	-3.9280949	-4.417253	-4.131289	-5.02003	-4.376779	-6.0847383	-5.2549515	-2.1243005	-3.8198168	-3.483071	-3.5097134	-4.3819494	-4.466342	-5.2886057	-3.5662258	-3.6035788	-5.2779655
HES2	-1.6446518	-1.6835011	-2.6900978	-3.4635062	-2.4817867	-3.0418177	-2.120509	-2.619175	2.2734454	1.7873319	2.3983574	-3.0776103	2.4515595	-1.5537784	-4.311323	2.4960306	-2.161768	-2.7046952	2.485807	-1.9592965	-2.4347408	-2.1264675	-2.1766374	-3.0646002	-2.5715952	3.247843	-3.041207	2.141705	-2.4106753	-2.3274035	-1.9267043	2.509202	-2.4242828	2.5550542	2.7619548	2.568501	2.4125595	-2.310573	-2.4757595	1.4332509	-3.052489	-2.661711	-3.0381877	-2.3654895	1.557791	2.5090218	2.497471	2.621264	-1.2048297	2.3399596	-2.7715154	-2.2173448	1.4091067	-2.3035402
HEXIM1	-9.457588	-10.33716	-9.683381	-6.110918	-9.873575	-8.809358	-8.885017	-9.295008	-9.029972	-6.4999204	-8.529792	-6.7638183	-9.305328	-9.223305	-6.947164	-8.584451	-9.480659	-7.4075494	-7.264314	-4.1895356	-9.049777	-4.664034	-10.620974	-4.358359	-9.692216	-8.943313	-11.491494	-8.518377	-7.96185	-10.862951	-9.540549	-9.239718	-6.999538	-8.594202	-6.28486	-10.339493	-9.433638	-8.168039	-8.849945	-9.298726	-10.674333	-7.978586	-10.524375	-12.174036	-5.2159095	-7.025909	-9.070765	-7.736766	-9.666732	-8.848692	-9.725425	-8.050358	-4.6798396	-9.823735
HEY1	-22.98961	-24.496605	-21.881891	-14.031478	-24.292877	-21.493021	-21.079058	-22.335623	-21.243507	-15.586978	-22.169323	-13.969064	-21.539026	-22.211416	-15.912814	-20.911947	-22.936232	-18.04768	-17.547842	-11.489659	-19.843557	-11.017153	-23.701313	-10.819734	-20.402239	-19.898819	-26.755701	-20.496363	-20.796984	-25.628574	-24.315384	-21.693535	-15.252689	-21.823656	-15.316237	-23.180292	-24.712212	-18.933046	-21.298574	-23.077396	-23.283598	-20.776405	-25.083076	-26.907122	-11.471101	-15.857414	-18.270945	-19.66993	-24.375088	-22.124699	-22.481903	-19.55068	-13.25185	-24.266777
HHEX	-1.5314229	-1.7998238	-1.2405565	-1.2003881	-1.934853	-1.7606852	-1.4793465	-1.3347938	-1.2689216	-1.4705662	-1.4106559	-0.7330065	-1.4411389	-1.2945547	-1.524758	-1.1833224	-1.5664018	-1.1346538	-1.0560275	-1.4017648	-1.7686309	-1.2142498	-0.8476447	-0.8858373	-1.7760866	-1.2115235	-2.2457979	-1.4386858	-1.8267181	-1.3341552	-1.1875007	-1.3294016	-0.9995255	-1.3534474	1.251866	-1.3414408	-1.5188763	-1.1946757	-1.5077938	-1.3048087	-1.2112057	-0.83930224	-1.6901991	-1.2161847	-1.327492	-0.86106527	-0.87332445	-1.3696029	-1.7921898	-1.6900768	-1.9330477	-2.0240297	-1.2818351	-1.6320633
