Gene	TCGA-19-4065	GLSS-HF-B972	GLSS-19-0266	GLSS-MD-0023	GLSS-HF-6658	GLSS-CU-R019	GLSS-HF-2548	GLSS-HF-3050	GLSS-19-0268	GLSS-SM-R093	GLSS-19-0271	GLSS-CU-R004	GLSS-19-0273	GLSS-SM-R063	GLSS-CU-P102	GLSS-19-0270	GLSS-MD-LP04	GLSS-MD-0022	GLSS-19-0272	GLSS-SM-R103	GLSS-SM-R080	GLSS-SM-R066	GLSS-SM-R088	GLSS-MD-0035	TCGA-06-0125	GLSS-19-0274	GLSS-HF-57AE	GLSS-19-0267	GLSS-HF-EE74	GLSS-HF-6504	TCGA-06-0210	GLSS-19-0277	GLSS-SM-R060	GLSS-19-0276	GLSS-SM-R068	GLSS-19-0278	GLSS-19-0280	GLSS-HK-0003	GLSS-CU-P069	GLSS-HF-DF35	GLSS-CU-P055	GLSS-MD-0042	TCGA-14-1034	GLSS-CU-P003	GLSS-SM-R064	GLSS-SM-R083	TCGA-19-0957	GLSS-19-0275	GLSS-HK-0001	GLSS-19-0269	GLSS-CU-P046	GLSS-MD-0026	GLSS-SM-R065	GLSS-HF-9A7A
ETS1	-0.18619297	-0.16839579	0.18594196	-0.17863357	-0.20288017	-0.1979496	-0.18297203	-0.19823228	0.18802978	-0.16977605	0.18864134	-0.2047264	0.19004889	-0.20843162	-0.1649071	0.195308	-0.16831586	-0.19510797	0.19773595	-0.1313613	-0.18415108	-0.14493693	-0.21197927	-0.14401029	-0.22478469	0.19121563	-0.21957521	0.17566942	-0.16817586	-0.19794364	-0.2103395	0.18836655	-0.17993882	0.18435296	0.18683317	0.19676746	0.19836879	-0.15425931	-0.18879488	-0.17212677	-0.22539698	-0.18346073	-0.2410018	-0.22991572	-0.12129297	0.1321662	0.18157257	0.195308	-0.1990723	0.18802306	-0.19553101	-0.18159169	-0.11014417	-0.21295299
ETS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETV1	-0.19584166	-0.21283723	-0.20228264	-0.14581774	-0.22326748	-0.1945622	-0.18633139	-0.21444477	-0.1867256	-0.14068255	-0.181505	-0.14287218	-0.19271424	-0.1968369	-0.15165836	-0.18414442	-0.20022686	-0.17595176	-0.1639093	-0.105092175	-0.18833354	-0.108714476	-0.23275474	-0.108909026	-0.201049	-0.18015644	-0.25854585	-0.18570235	-0.19404988	-0.24267113	-0.22146346	-0.1901414	-0.14507216	-0.18599476	-0.13957462	-0.21051547	-0.21299633	-0.18216379	-0.20087358	-0.20427857	-0.22706291	-0.18693215	-0.22167547	-0.24503827	-0.10513155	-0.13620809	-0.17097111	-0.17683513	-0.221527	-0.19765666	-0.20962542	-0.17200923	-0.112709515	-0.21761124
ETV4	-0.19262852	-0.21254407	-0.19320907	-0.105076104	-0.21599375	-0.1880661	-0.1783101	-0.20377372	-0.19966798	-0.1375543	-0.20090573	-0.105658226	-0.19330998	-0.18601832	-0.13562168	-0.1857026	-0.21168531	-0.14312866	-0.17063938	-0.08679117	-0.17803133	-0.07400341	-0.1989726	-0.0856305	-0.1732656	-0.19035327	-0.26165247	-0.19280536	-0.18520905	-0.2270013	-0.21872443	-0.19495311	-0.14597082	-0.185918	-0.1359091	-0.18713076	-0.21168573	-0.17340492	-0.17670454	-0.20381092	-0.19672178	-0.1703231	-0.19195841	-0.2220459	-0.09873293	-0.13011092	-0.16765627	-0.18781263	-0.2255736	-0.2011078	-0.19334868	-0.16340834	-0.103055455	-0.2175874
ETV5	-0.20439546	-0.20313802	-0.1987832	-0.13980207	-0.21613814	-0.18986374	-0.18403047	-0.19874048	-0.18957517	-0.1441922	-0.17300414	-0.15428962	-0.1850489	-0.20268759	-0.14453627	-0.18804863	-0.18841727	-0.17135686	-0.14469218	-0.101950504	-0.1816317	-0.11644779	-0.22377387	-0.108507946	-0.20118329	-0.16531944	-0.23601273	-0.1774059	-0.18370005	-0.22128834	-0.2176763	-0.1794747	-0.14604509	-0.18413262	-0.13126752	-0.19514646	-0.20211525	-0.17454448	-0.20050764	-0.20132264	-0.21675421	-0.19230102	-0.24442917	-0.2433519	-0.09602948	-0.13983345	-0.16047074	-0.16544673	-0.205693	-0.18057798	-0.21373282	-0.17645258	-0.11587443	-0.2058784
ETV6	-0.15672469	-0.15958808	-0.15557672	-0.11752024	-0.16806145	-0.15394075	-0.14446962	-0.17059278	-0.13697858	-0.105667986	-0.15002413	-0.11274149	-0.14898929	-0.16316868	-0.14627847	-0.112132266	-0.16858417	-0.1412683	-0.13370252	-0.09703308	-0.131022	-0.07430722	-0.13860115	-0.08019656	-0.1520351	-0.0981328	-0.1888886	-0.13711555	-0.16316089	-0.18335424	-0.14792576	-0.1092418	-0.11767825	-0.15947539	-0.11970688	-0.12799662	-0.12575334	-0.12058223	-0.14333636	-0.13334192	-0.17649935	-0.14730963	-0.14486936	-0.14912654	-0.076441914	-0.06846375	-0.090869926	-0.15065587	-0.16428326	-0.13939929	-0.15810674	-0.13355303	-0.108451635	-0.16761656
EWSR1	-0.23994316	-0.15029272	-0.14682381	-0.22016801	-0.11001964	-0.13720942	-0.19750081	-0.15543604	-0.10722486	-0.14497969	-0.16795488	-0.16770506	-0.13300627	-0.15067986	-0.15938555	-0.09272555	-0.15157141	-0.14756183	-0.08946641	-0.07169079	-0.14986555	-0.12686175	-0.1859746	0.12424528	-0.10981082	0.122194245	-0.19428934	-0.1736827	0.09507694	-0.15208822	-0.13865781	-0.2337157	-0.12841123	-0.14178061	0.124727756	-0.12978432	-0.12437687	-0.14355989	0.10627991	-0.11077006	-0.18345347	-0.15685013	-0.224251	-0.17037874	-0.10773595	0.11074145	-0.11273624	0.088105716	-0.14631653	-0.1452257	-0.10895836	-0.15595381	-0.23899536	-0.13457958
EZH2	0.044525985	0.091674864	0.110620536	-0.050009474	0.053654015	0.044711825	0.070729956	-0.03315199	0.10968554	0.05089543	0.110329054	-0.09760876	0.112190545	-0.039768815	0.042491186	0.11358075	0.05053652	-0.06274478	0.11814337	-0.037554927	-0.033008356	-0.05582778	-0.04904544	-0.06432376	-0.062073965	0.11646408	0.053492256	0.103256606	0.055371948	0.06500582	-0.034201495	0.12089266	-0.06092544	0.11654939	0.10310363	0.10924513	0.11116001	0.08069034	-0.0491015	0.06875821	-0.04980832	0.041940827	-0.050238296	-0.052966177	0.04707602	0.07471138	0.10125925	0.117756076	0.05355552	0.11295718	-0.03843066	-0.044849522	0.051420942	0.056851182
FAM208A	-0.16182825	-0.24721353	-0.17296596	-0.12852553	-0.25532106	-0.17892581	-0.16598241	-0.2895704	-0.20587869	-0.08432909	-0.21024549	-0.08127122	-0.2308361	-0.1386079	-0.13040917	-0.21816579	-0.21222852	-0.17553358	-0.18512343	-0.12457357	-0.2303659	0.09124064	-0.23094568	-0.0785641	-0.20387927	-0.20396003	-0.2560025	-0.19015163	-0.1825883	-0.2681913	-0.26329783	-0.17839009	-0.1312188	-0.20857339	-0.15757948	-0.23840818	-0.21812427	-0.16693439	-0.21787152	-0.2419148	-0.23058334	-0.193837	-0.22605331	-0.25532982	-0.123936184	-0.16104598	-0.18666987	-0.20471829	-0.2714367	-0.24455413	-0.19982056	-0.28658283	-0.12837952	-0.24049148
FANCD2	-0.079717904	-0.08775785	-0.08782796	-0.06559021	-0.09944076	-0.08287463	-0.07718465	-0.10062993	-0.07013568	-0.05489198	-0.069858976	-0.08795977	-0.09079369	-0.076770365	-0.09342005	-0.07136021	-0.07106099	-0.10363414	0.059754282	-0.058367364	-0.08111717	-0.07706719	-0.10101108	-0.08982108	-0.091576025	-0.073429435	-0.110133775	-0.07154273	-0.08169116	-0.09666891	-0.07986653	0.05470708	-0.0720276	-0.068565965	0.06673566	-0.093542434	-0.11509814	-0.0794597	-0.08944143	-0.082882255	-0.08661718	-0.092870414	-0.107704714	-0.08972618	-0.057355374	-0.089547254	-0.06605959	-0.0643954	-0.11263895	-0.0901242	-0.08874163	-0.08607841	-0.057784	-0.08877326
FEZF1	-0.07631747	-0.07035068	-0.083160065	-0.06779523	-0.09566111	-0.06758528	-0.055743396	-0.09489177	0.06375651	-0.05804719	0.062155772	-0.08016646	-0.06280708	-0.08940985	-0.063542925	-0.07032795	-0.083591804	-0.10086875	0.06516835	-0.047551643	-0.09343241	-0.05158366	-0.09290156	-0.09479331	-0.10027667	-0.06386012	-0.10527572	0.060915295	-0.062361524	-0.07830469	-0.100428976	-0.06663351	-0.07529567	-0.06442602	-0.080483675	-0.09343026	-0.09071594	-0.07573178	-0.096784875	-0.07260547	-0.09926658	-0.10016284	-0.10114003	-0.09647865	-0.046930328	-0.08132374	-0.072993465	-0.06838599	-0.068384536	-0.06998083	-0.08608673	-0.10927869	-0.043483093	-0.08486222
FGFR1	-0.19010368	-0.19037034	-0.19932404	-0.12536053	-0.23199303	-0.1796165	-0.16921046	-0.1941153	-0.18225922	-0.14884672	-0.1834565	-0.14407697	-0.17419943	-0.20147845	-0.11774361	-0.18854281	-0.18771127	-0.1717795	-0.13636757	-0.09372395	-0.18375987	-0.11802519	-0.24288881	-0.1166444	-0.21347688	-0.18638568	-0.22211747	-0.16201791	-0.18526667	-0.20966226	-0.21946871	-0.19017607	-0.14577188	-0.1658314	-0.13796069	-0.21382713	-0.20604777	-0.17126079	-0.20296232	-0.21817625	-0.22282828	-0.1881355	-0.24065153	-0.25609756	-0.1102064	-0.14997661	-0.18898052	-0.14802521	-0.20512505	-0.19716634	-0.19175571	-0.19335501	-0.09448409	-0.21215874
FIP1L1	-0.16495207	-0.17094088	-0.14713582	-0.106887616	-0.17027554	-0.14737295	-0.1562477	-0.15571609	-0.15029775	-0.12040077	-0.15163645	-0.108104065	-0.14307769	-0.15366244	-0.11331456	-0.16071539	-0.16653955	-0.12908016	-0.11453645	-0.084159024	-0.14845069	-0.086711206	-0.18055315	-0.072324425	-0.14102633	-0.1454524	-0.18835264	-0.1482916	-0.14502823	-0.1803226	-0.18523341	-0.15012531	-0.1199078	-0.14724228	-0.110761054	-0.15809673	-0.17110743	-0.13688427	-0.1518806	-0.16479534	-0.16865923	-0.15308781	-0.19359559	-0.19807011	-0.085483186	-0.12518965	-0.13910577	-0.13156971	-0.1684586	-0.14952867	-0.15527573	-0.13813822	-0.0868546	-0.17642558
FLI1	-0.15561171	0.12834564	0.2215735	-0.16315627	-0.17955086	-0.1601344	-0.14577113	-0.16225486	0.22400779	-0.16196842	0.224157	-0.2237891	0.22722292	-0.17951903	-0.13643679	0.2344269	-0.14551653	-0.18648905	0.23733875	-0.11479323	-0.15938136	-0.15239255	-0.18254195	-0.13656977	-0.21176	0.22637777	-0.17249335	0.21556138	-0.13398902	-0.14951	-0.17845322	0.2261963	-0.1756225	0.215977	0.19393237	0.23360704	0.23635367	-0.122869335	-0.15839921	-0.14372233	-0.19965902	-0.16627088	-0.20532992	-0.1927756	-0.11876942	0.13931084	0.21989945	0.23535699	-0.15711105	0.22440507	-0.16552395	-0.17201008	-0.09192476	-0.18508478
FOS	-0.15866521	-0.150764	-0.14928424	-0.1314816	-0.17423949	-0.16316552	-0.15987529	-0.16989511	-0.12618454	-0.13158643	0.11921345	-0.14889959	-0.12511292	-0.16321127	-0.13421747	0.12302221	-0.15817468	-0.15793894	0.12439902	-0.10050149	-0.15820831	-0.10593347	-0.17327654	-0.11002845	-0.1617717	0.11804453	-0.19524957	-0.12799789	-0.14170718	-0.17422648	-0.17762753	0.12040786	-0.1317591	-0.122080736	0.1282666	-0.14884034	-0.14722528	-0.12858856	-0.15276767	-0.14735046	-0.18596816	-0.15371726	-0.18481894	-0.17507978	-0.09052668	-0.118551604	-0.1144836	0.12305065	-0.16302095	-0.11907325	-0.17528315	-0.1464574	-0.0974338	-0.17983119
FOSL1	-0.06730881	-0.058561668	-0.07673944	-0.09124196	-0.07701189	-0.0878097	-0.067641646	-0.07876034	-0.07102594	-0.047265854	0.06740331	-0.112630755	0.062780134	-0.082193665	-0.08504629	0.06824871	-0.0760395	-0.10538258	0.06648324	-0.069479756	-0.06711128	-0.07927367	-0.07850535	-0.095050715	-0.08478647	0.06922076	-0.08376453	0.06249813	-0.066662036	-0.095298305	-0.079683244	0.06879301	-0.064166695	0.0640297	0.06967481	0.06777134	0.065555505	-0.0594593	-0.09012678	-0.049798544	-0.11937152	-0.07921448	-0.10354819	-0.077166475	0.043961413	0.057424773	0.06257289	0.066563755	-0.056816597	0.064016365	-0.092563726	-0.063729934	-0.043035395	-0.08110195
FOSL2	-0.11888787	-0.11093382	-0.114543006	-0.117367126	-0.13126545	-0.124713965	-0.11070655	-0.12879659	-0.10912912	-0.08717619	0.08430226	-0.11803576	-0.0984236	-0.11879466	-0.1144905	-0.09036752	-0.11362404	-0.12249559	0.08795523	-0.08983155	-0.11097161	-0.07814573	-0.12518735	-0.085475005	-0.12403962	0.08398037	-0.14113632	-0.10515285	-0.10942042	-0.14224477	-0.12952486	-0.08852069	-0.088571556	-0.09534314	0.09243552	-0.111494526	-0.11500181	-0.10246253	-0.12305642	-0.09698909	-0.15180679	-0.11909178	-0.1436444	-0.13072804	-0.051782604	-0.08036263	0.08256316	-0.08935235	-0.12333329	-0.09318169	-0.12906466	-0.106253825	-0.07554008	-0.127828
FOXA1	-0.14727268	-0.11213363	0.1865238	-0.14191826	-0.16762935	-0.15147233	-0.13382283	-0.16498072	0.19170296	-0.1508128	0.19427097	-0.17988737	0.19236922	-0.170762	-0.13151409	0.19735979	-0.12980397	-0.16880156	0.1997096	-0.113353975	-0.16865396	-0.12815745	-0.19142272	-0.1323058	-0.20042162	0.19514106	-0.17344014	0.18283428	-0.13034014	-0.13898706	-0.17740105	0.19084364	-0.1640726	0.1827903	0.20459507	0.20072874	0.19418387	-0.13324003	-0.15076742	-0.15438192	-0.18214679	-0.15861447	-0.20659806	-0.18693624	-0.11523358	0.1500794	0.1852012	0.19788057	-0.15687847	0.18890955	-0.16338915	-0.16034387	-0.08916978	-0.16332388
FOXA2	-0.1219668	0.124893375	0.22574812	-0.13291676	-0.13613668	-0.113337494	-0.107466854	-0.12660763	0.22984192	-0.14029406	0.22845383	-0.19583248	0.22982308	-0.1366119	-0.11537346	0.23118116	-0.10384146	-0.14608231	0.2385208	-0.09754945	-0.1367006	-0.1212657	-0.16475756	-0.11811125	-0.16707738	0.234531	-0.12549604	0.21445775	0.098800875	-0.10426706	-0.15690078	0.23116511	-0.16077982	0.2152652	0.19340464	0.2392459	0.23843846	-0.118917264	-0.11932889	-0.11848308	-0.14597546	-0.12997863	-0.18696086	-0.14889191	-0.108329676	0.14217366	0.22320853	0.23903933	-0.11446872	0.23018876	-0.13934968	-0.132357	-0.07455284	-0.1271814
FOXE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXH1	-0.032889657	-0.041720014	0.05251584	-0.057220228	-0.043860797	-0.044778496	0.045307856	-0.035928994	0.073726445	0.05587923	0.0604894	-0.095759474	0.058795538	-0.028776862	-0.04601638	0.06552226	0.03710114	-0.05888939	0.05857604	0.03153875	-0.079079725	-0.05897962	-0.0465508	-0.09939923	-0.05785496	0.062281422	-0.04807731	0.06384649	-0.036166225	-0.04348787	-0.037003398	0.07134372	-0.05978201	0.056099873	0.058456954	0.061807066	0.06527805	-0.04234231	-0.04730539	0.04742066	-0.06566495	-0.064894244	-0.074111454	-0.049380176	0.035627615	0.044993233	0.059408966	0.06254703	-0.03309945	0.065434754	-0.035825852	-0.07410505	0.032656804	-0.054708235
FOXJ2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXK1	-0.09973081	-0.12550029	-0.11405985	-0.09970274	-0.14484511	-0.12390506	-0.1436261	-0.13793792	-0.12789223	-0.11186287	-0.12311957	-0.08048423	-0.1266094	-0.13497348	-0.10547795	-0.10039495	-0.12322223	-0.110621326	-0.1127101	-0.0881942	-0.09514443	-0.079801746	-0.1367702	-0.053834192	-0.11305099	-0.10373076	-0.13365947	-0.115765706	-0.10229191	-0.1364075	-0.14263633	-0.13940136	-0.057346847	-0.1194161	-0.06403385	-0.1093191	-0.12771468	-0.1274219	-0.114976786	-0.11820404	-0.14725396	-0.098967135	-0.13135947	-0.15414624	-0.048158463	-0.06984167	-0.114813745	-0.09844628	-0.14223543	-0.12436872	-0.13605411	-0.09410644	-0.07618738	-0.13057055
FOXK2	-0.17060299	-0.18672284	-0.16415268	-0.108636834	-0.18773578	-0.16097626	-0.16528966	-0.18332358	-0.17200622	-0.11437671	-0.16695857	-0.112624265	-0.15766245	-0.16393098	-0.12842223	-0.17363116	-0.16737813	-0.1407159	-0.14497598	-0.08115022	-0.15327136	-0.07928731	-0.18853556	-0.07213762	-0.15234505	-0.14846091	-0.20496644	-0.15604392	-0.1550178	-0.20127861	-0.19682978	-0.16069914	-0.11012262	-0.16402246	-0.118548624	-0.17638162	-0.18459988	-0.15110925	-0.15830564	-0.17851156	-0.17018363	-0.14744486	-0.17663723	-0.19999689	-0.080346376	-0.120825656	-0.14537054	-0.1486266	-0.18557619	-0.17198297	-0.1725434	-0.13744336	-0.09582459	-0.17859839
FOXM1	-0.22473276	-0.22200441	-0.21113898	-0.16340588	-0.2345766	-0.21474202	-0.20559758	-0.23424457	-0.17710719	-0.16545254	-0.18082668	-0.17848253	-0.19359866	-0.22591506	-0.1646053	-0.16863775	-0.2107506	-0.19989893	0.14773713	-0.1237914	-0.22082959	-0.12730908	-0.25115272	-0.12873773	-0.22313446	-0.19005366	-0.2718914	-0.18228161	-0.19488738	-0.23527215	-0.25390258	-0.17744853	-0.1712718	-0.17803328	-0.1531873	-0.21255548	-0.21736726	-0.18369628	-0.21318762	-0.21744402	-0.24530192	-0.21560459	-0.2623084	-0.2615785	-0.12974939	-0.16258015	-0.17216897	-0.16755013	-0.23628506	-0.19136916	-0.22534065	-0.20809837	-0.12754652	-0.24629287
FOXN3	-0.09316515	-0.046602335	-0.09035821	-0.07597353	-0.034149837	-0.08427385	-0.08792449	-0.07268462	-0.10090456	-0.061327267	-0.07293706	-0.116159424	-0.08792044	-0.08596069	0.05773197	0.07381751	0.031899784	-0.084084906	0.0761238	-0.108026676	-0.077583775	-0.08448228	-0.11705861	-0.10766935	-0.07789548	-0.07610321	0.05138791	-0.07773105	-0.08659146	-0.049188364	-0.0996221	0.07170266	-0.10589334	0.069692895	-0.068986125	-0.07118888	-0.1046591	-0.06020034	-0.06469709	-0.06579752	-0.08476839	-0.09532704	-0.117637835	-0.10758431	-0.08101466	-0.09923389	-0.07309529	0.06832682	-0.10823744	-0.072584584	-0.09289611	-0.12062034	-0.058821335	-0.11471082
FOXO1	-0.12190479	-0.12646228	-0.123517685	-0.099110425	-0.1475722	-0.12345104	-0.10511032	-0.14564788	-0.10543192	-0.0935777	-0.12149103	-0.096713096	-0.10707458	-0.14091678	-0.11477731	-0.10489277	-0.13279669	-0.1266641	-0.10175073	-0.0732651	-0.11823155	-0.07376691	-0.1126203	-0.08533021	-0.110242344	-0.08623653	-0.16668287	-0.119972974	-0.120663166	-0.15234712	-0.12505049	-0.07976556	-0.10075002	-0.12574975	-0.10946448	-0.122206084	-0.11387249	-0.08751071	-0.11177313	-0.109851696	-0.14032266	-0.13580506	-0.11816367	-0.111757785	-0.055505306	-0.06629773	-0.07831285	-0.1242755	-0.12366541	-0.10350567	-0.12365547	-0.10763953	-0.08655963	-0.1476188
FOXO3	-0.15380092	-0.16817762	-0.14409581	-0.10050124	-0.16556285	-0.15988193	-0.13547944	-0.15091573	-0.1567434	-0.11768774	-0.14669047	-0.10272092	-0.14921778	-0.16019256	-0.12525861	-0.16877678	-0.20148401	-0.105795115	-0.13748398	-0.06988903	-0.15439403	0.08359924	-0.1526609	0.056796093	-0.122625746	-0.15063524	-0.22624339	-0.1829675	-0.14348459	-0.16660735	-0.18109162	-0.18043819	-0.12230204	-0.1453122	-0.14761835	-0.1791866	-0.19130541	-0.15187879	-0.13269377	-0.17665827	-0.1408859	-0.16950963	-0.1683073	-0.16511449	-0.078537576	-0.118896104	-0.15245482	-0.13752118	-0.17195451	-0.14585808	-0.16097167	-0.15360588	-0.066324264	-0.18618344
FOXP1	-0.20947498	-0.2059702	-0.19462937	-0.16027683	-0.22731456	-0.20616171	-0.20319735	-0.2247747	-0.15997009	-0.16666336	-0.17471755	-0.17327772	-0.18158108	-0.21240267	-0.16286975	-0.1535864	-0.20140849	-0.1958163	0.14801477	-0.12536876	-0.20260406	-0.1321845	-0.23229441	-0.12676431	-0.22303604	-0.16908327	-0.24955516	-0.17124711	-0.19430883	-0.22503074	-0.22510526	-0.16480808	-0.17192622	-0.16792506	0.15401047	-0.20094873	-0.19162306	-0.1674285	-0.1937906	-0.20434079	-0.23539567	-0.20851813	-0.23634827	-0.24641053	-0.1202654	-0.13363896	-0.15339872	-0.15581031	-0.2170014	-0.17505078	-0.20773667	-0.19597208	-0.12290607	-0.22798114
FOXP2	-0.15223403	-0.16589428	-0.18834582	-0.09779716	-0.17152067	-0.16352917	-0.12991044	-0.16825949	-0.15801485	-0.095208995	-0.17291243	-0.10780642	-0.16425666	-0.16732812	-0.12679763	-0.16549514	-0.1987685	-0.14081024	-0.122151464	-0.057159055	-0.14384885	-0.07681352	-0.19559567	-0.094140336	-0.14206964	-0.13494354	-0.19023134	-0.17044595	-0.15808462	-0.16917412	-0.18377385	-0.17687996	-0.1248206	-0.15019338	-0.11011766	-0.16823968	-0.17469165	-0.12628584	-0.14602926	-0.16979265	-0.15014014	-0.17917036	-0.18853863	-0.19208474	-0.07528579	-0.0929229	-0.14504598	-0.16101642	-0.17061648	-0.17209598	-0.15896037	-0.15601431	-0.08987371	-0.1570019
FOXP3	-0.16328707	-0.2027663	-0.14874335	-0.117624216	-0.18467115	-0.14493553	-0.14437772	-0.1795519	-0.15260358	-0.09519293	-0.16927116	-0.094524205	-0.15832669	-0.16016403	-0.15085512	-0.1419512	-0.17139128	-0.13902764	-0.14672057	-0.08361486	-0.14937206	-0.07140504	-0.1609097	-0.07370131	-0.15780768	-0.12601517	-0.20783877	-0.15576619	-0.16259664	-0.19707823	-0.15211344	-0.14611672	-0.11536054	-0.17796554	-0.11900246	-0.13938387	-0.16737846	-0.13075113	-0.16259353	-0.1597573	-0.17676549	-0.14794867	-0.15308346	-0.17669377	-0.06389266	-0.0912296	-0.118362784	-0.15994191	-0.18543628	-0.15499246	-0.18694708	-0.14140955	-0.115116775	-0.17073295
FUS	-0.16258536	-0.14551207	-0.14417744	-0.1006352	-0.16768678	-0.13313837	-0.14133881	-0.13695085	-0.13312602	-0.116031334	-0.13866352	-0.13767006	-0.13057771	-0.14770675	-0.110465236	-0.14361571	-0.14146695	-0.13007642	-0.11409172	-0.08263096	-0.12836123	-0.09997968	-0.17731275	-0.08439519	-0.13687125	-0.12502494	-0.17427376	-0.12313048	-0.1290769	-0.15834524	-0.1524945	-0.13986303	-0.10994162	-0.13453965	-0.08522641	-0.1535028	-0.14752123	-0.14195132	-0.14597936	-0.14267258	-0.17041458	-0.15279876	-0.20176986	-0.18450063	-0.077990614	-0.08916084	-0.1300619	-0.1203011	-0.14533812	-0.13653135	-0.14889984	-0.117007196	-0.08961142	-0.150543
FXR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GABPA	-0.22813553	-0.21437295	-0.19271109	-0.18028437	-0.23299041	-0.21987756	-0.21612148	-0.23176235	-0.16506772	-0.17925596	-0.17552623	-0.1949121	-0.18185681	-0.22286732	-0.17199762	0.17096777	-0.21059915	-0.20798431	0.17361367	-0.13566004	-0.21048842	-0.14578849	-0.23842835	-0.14097524	-0.24314731	-0.16477716	-0.2611578	-0.16410759	-0.1983791	-0.2304494	-0.23343365	-0.16618782	-0.1767408	-0.1722381	0.16018781	-0.20307595	-0.19331512	-0.17510039	-0.2100569	-0.20659463	-0.24591093	-0.21238036	-0.25170803	-0.26139763	-0.1337234	-0.1487303	0.15796988	0.17096777	-0.22647642	-0.178463	-0.2204172	-0.20103799	-0.13267888	-0.23853242
GABPB1	-0.19903053	-0.21812901	-0.18294491	-0.118246034	-0.21851861	-0.17896485	-0.1818578	-0.20448078	-0.18313198	-0.1326732	-0.19468856	-0.115036264	-0.19132544	-0.18670692	-0.13672338	-0.17855163	-0.19375716	-0.15275049	-0.16391626	-0.09943277	-0.18103558	-0.08997409	-0.216842	-0.085667334	-0.18065222	-0.18653448	-0.2413442	-0.1772879	-0.1852585	-0.2207782	-0.22375588	-0.19380517	-0.1300341	-0.19109005	-0.13137034	-0.18891877	-0.21195588	-0.16481423	-0.18255113	-0.22112428	-0.20188199	-0.18298608	-0.19298151	-0.2243806	-0.10188358	-0.14006351	-0.16779102	-0.18122442	-0.20990539	-0.20615505	-0.19758658	-0.168311	-0.11944891	-0.2104099
GATA1	-0.21078764	-0.1970632	-0.18261296	-0.16364428	-0.21403888	-0.19192553	-0.19448087	-0.21396378	0.1556093	-0.15673444	-0.1578048	-0.17918916	-0.16929586	-0.21181153	-0.16139773	0.16203749	-0.18748844	-0.19484039	0.16534893	-0.12900954	-0.20499246	-0.12980525	-0.22441912	-0.13202515	-0.20999359	0.15659593	-0.24713127	-0.15541847	-0.17516045	-0.2172452	-0.2149506	-0.15761347	-0.1721161	-0.15741841	0.16573802	-0.18583246	-0.17491288	-0.16007523	-0.19632755	-0.19993095	-0.22089177	-0.20224869	-0.2360874	-0.2341325	-0.123581976	-0.14013611	0.14971212	0.16334246	-0.2143841	-0.16807422	-0.20656937	-0.19048081	-0.11859964	-0.22493884
GATA2	-0.1685006	-0.14247787	0.18896244	-0.15432693	-0.19645162	-0.17533648	-0.15779915	-0.18238257	0.18798803	-0.16038552	0.18945993	-0.19223619	0.19145973	-0.18667783	-0.1408607	0.19823705	-0.1623637	-0.18143596	0.19829167	-0.11807731	-0.17044552	-0.13585527	-0.19001958	-0.13479415	-0.20686857	0.19127871	-0.19466087	0.18081486	-0.14627156	-0.16532809	-0.1889574	0.1944545	-0.17441985	0.18525901	0.18558452	0.20042521	0.1983049	-0.1284585	-0.15727179	-0.15500385	-0.20285	-0.1719697	-0.20821816	-0.19725509	-0.11296275	0.1336479	0.18553042	0.20060427	-0.167377	0.18833292	-0.16875905	-0.16546468	-0.099948294	-0.19333634
